選手,年度,球団,試合,打率,安打,本塁打,打点,盗塁,出塁率,長打率,OPS,打席数
西野 勇士,2022,ロッテ,37,0,0,0,0,0,0,0,0,
西巻 賢二,2022,ロッテ,2,0,0,0,0,0,1,0,1,
平沢 大河,2022,ロッテ,13,0.148,4,0,3,1,0.25,0.148,0.398,
廣畑 敦也,2022,ロッテ,30,0,0,0,0,0,0,0,0,
福田 光輝,2022,ロッテ,13,0.167,3,0,1,0,0.318,0.222,0.54,
福田 秀平,2022,ロッテ,20,0.171,7,0,4,1,0.292,0.195,0.487,
藤岡 裕大,2022,ロッテ,28,0.176,12,0,1,0,0.25,0.206,0.456,
藤原 恭大,2022,ロッテ,49,0.209,24,1,5,9,0.272,0.252,0.524,
二木 康太,2022,ロッテ,9,0,0,0,0,0,0,0,0,
マーティン,2022,ロッテ,68,0.163,36,9,25,5,0.293,0.317,0.61,
益田 直也,2022,ロッテ,52,0,0,0,0,0,0,0,0,
松川 虎生,2022,ロッテ,76,0.173,32,0,14,1,0.245,0.2,0.445,
三木 亮,2022,ロッテ,46,0.16,4,0,1,1,0.222,0.16,0.382,
美馬 学,2022,ロッテ,20,0,0,0,0,0,0,0,0,
本前 郁也,2022,ロッテ,12,0,0,0,0,0,0,0,0,
森 遼大朗,2022,ロッテ,3,0,0,0,0,0,0,0,0,
八木 彬,2022,ロッテ,22,0,0,0,0,0,0,0,0,
安田 尚憲,2022,ロッテ,119,0.263,102,9,47,1,0.343,0.397,0.74,
山口 航輝,2022,ロッテ,102,0.237,76,16,57,1,0.295,0.43,0.725,
山本 大斗,2022,ロッテ,2,0,0,0,0,0,0,0,0,
横山 陸人,2022,ロッテ,1,0,0,0,0,0,0,0,0,
レアード,2022,ロッテ,112,0.189,69,15,48,0,0.237,0.337,0.574,
ロメロ,2022,ロッテ,20,0,0,0,0,0,0,0,0,
和田 康士朗,2022,ロッテ,69,0.179,5,0,1,11,0.281,0.214,0.495,
