選手,年度,球団,試合,打率,安打,本塁打,打点,盗塁,出塁率,長打率,OPS,打席数
岩井 俊介,2024,ソフトバンク,15,0,0,0,0,0,0,0,0,0
ウォーカー,2024,ソフトバンク,20,0.169,11,1,3,1,0.182,0.262,0.444,66
海野 隆司,2024,ソフトバンク,51,0.173,18,2,10,0,0.225,0.279,0.504,120
オスナ,2024,ソフトバンク,39,0,0,0,0,0,0,0,0,0
大関 友久,2024,ソフトバンク,20,0.25,1,0,0,0,0.25,0.25,0.5,4
大津 亮介,2024,ソフトバンク,19,0,0,0,0,0,0,0,0,0
大山 凌,2024,ソフトバンク,18,0,0,0,0,0,0,0,0,0
尾形 崇斗,2024,ソフトバンク,12,0,0,0,0,0,0,0,0,0
緒方 理貢,2024,ソフトバンク,86,0.173,9,0,4,4,0.271,0.231,0.502,62
甲斐 拓也,2024,ソフトバンク,119,0.256,88,5,43,1,0.317,0.372,0.689,392
川瀬 晃,2024,ソフトバンク,105,0.261,36,0,7,2,0.295,0.304,0.599,156
川村 友斗,2024,ソフトバンク,88,0.268,33,1,14,3,0.336,0.39,0.726,140
木村 光,2024,ソフトバンク,5,0,0,0,0,0,0,0,0,0
栗原 陵矢,2024,ソフトバンク,140,0.273,144,20,87,2,0.337,0.471,0.808,598
近藤 健介,2024,ソフトバンク,129,0.314,137,19,72,11,0.439,0.521,0.96,535
笹川 吉康,2024,ソフトバンク,7,0.286,6,1,2,2,0.286,0.429,0.715,21
佐藤 直樹,2024,ソフトバンク,44,0.19,16,0,6,3,0.25,0.25,0.5,93
澤柳 亮太郎,2024,ソフトバンク,11,0,0,0,0,0,0,0,0,0
周東 佑京,2024,ソフトバンク,123,0.269,115,2,26,41,0.323,0.341,0.664,477
スチュワート・ジュニア,2024,ソフトバンク,20,0,0,0,0,0,0,0,0,2
杉山 一樹,2024,ソフトバンク,50,0,0,0,0,0,0,0,0,0
ダウンズ,2024,ソフトバンク,7,0.273,6,1,2,1,0.385,0.409,0.794,26
田浦 文丸,2024,ソフトバンク,4,0,0,0,0,0,0,0,0,0
谷川原 健太,2024,ソフトバンク,4,0.444,4,0,2,0,0.5,0.778,1.278,10
津森 宥紀,2024,ソフトバンク,48,0,0,0,0,0,0,0,0,0
仲田 慶介,2024,ソフトバンク,24,0.214,3,0,0,0,0.267,0.214,0.481,16
中村 晃,2024,ソフトバンク,101,0.221,40,0,16,0,0.297,0.243,0.54,203
中村 亮太,2024,ソフトバンク,1,0,0,0,0,0,0,0,0,0
野村 勇,2024,ソフトバンク,38,0.116,5,0,1,4,0.224,0.116,0.34,50
野村 大樹,2024,ソフトバンク,2,0,0,0,0,0,0,0,0,2
長谷川 威展,2024,ソフトバンク,32,0,0,0,0,0,0,0,0,0
東浜 巨,2024,ソフトバンク,11,0,0,0,0,0,0.333,0,0.333,3
廣瀨 隆太,2024,ソフトバンク,35,0.233,24,2,9,0,0.279,0.33,0.609,111
藤井 皓哉,2024,ソフトバンク,40,0,0,0,0,0,0,0,0,0
ヘルナンデス,2024,ソフトバンク,48,0,0,0,0,0,0,0,0,0
前田 純,2024,ソフトバンク,1,0,0,0,0,0,0,0,0,0
前田 悠伍,2024,ソフトバンク,1,0,0,0,0,0,0,0,0,0
牧原 大成,2024,ソフトバンク,78,0.283,68,2,13,6,0.308,0.371,0.679,259
正木 智也,2024,ソフトバンク,80,0.27,71,7,29,1,0.31,0.43,0.74,282
又吉 克樹,2024,ソフトバンク,40,0,0,0,0,0,0,0,0,0
松本 晴,2024,ソフトバンク,5,0,0,0,0,0,0,0,0,0
松本 裕樹,2024,ソフトバンク,50,0,0,0,0,0,0,0,0,0
三浦 瑞樹,2024,ソフトバンク,5,0,0,0,0,0,0,0,0,0
嶺井 博希,2024,ソフトバンク,4,0.5,3,1,3,0,0.5,1,1.5,6
三森 大貴,2024,ソフトバンク,25,0.288,19,1,13,2,0.329,0.364,0.693,71
村田 賢一,2024,ソフトバンク,1,0,0,0,0,0,0,0,0,0
モイネロ,2024,ソフトバンク,25,0.25,1,0,0,0,0.25,0.25,0.5,4
柳田 悠岐,2024,ソフトバンク,52,0.286,53,4,35,3,0.404,0.4,0.804,225
柳町 達,2024,ソフトバンク,73,0.269,58,4,40,1,0.313,0.421,0.734,237
山川 穂高,2024,ソフトバンク,143,0.247,136,34,99,0,0.318,0.484,0.802,611
吉田 賢吾,2024,ソフトバンク,10,0.192,5,0,2,0,0.185,0.192,0.377,27
リチャード,2024,ソフトバンク,15,0.226,7,0,1,0,0.273,0.323,0.596,33
和田 毅,2024,ソフトバンク,8,0,0,0,0,0,0,0,0,1
淺間 大基,2024,日本ハム,49,0.275,30,1,11,4,0.336,0.358,0.694,126
池田 隆英,2024,日本ハム,29,0,0,0,0,0,0,0,0,0
石井 一成,2024,日本ハム,68,0.234,46,4,18,2,0.281,0.36,0.641,219
五十幡 亮汰,2024,日本ハム,94,0.161,18,0,3,18,0.21,0.196,0.406,127
伊藤 大海,2024,日本ハム,26,0.25,1,0,0,0,0.25,0.25,0.5,4
今川 優馬,2024,日本ハム,6,0.211,4,0,0,0,0.211,0.263,0.474,19
上原 健太,2024,日本ハム,7,0,0,0,0,0,0,0,0,0
梅林 優貴,2024,日本ハム,3,0,0,0,0,0,0,0,0,5
江越 大賀,2024,日本ハム,19,0,0,0,0,0,0,0,0,10
鍵谷 陽平,2024,日本ハム,1,0,0,0,0,0,0,0,0,0
加藤 豪将,2024,日本ハム,28,0.172,10,0,1,0,0.238,0.19,0.428,63
加藤 貴之,2024,日本ハム,27,0,0,0,0,0,0,0,0,3
金村 尚真,2024,日本ハム,29,0,0,0,0,0,0,0,0,2
上川畑 大悟,2024,日本ハム,106,0.248,64,1,16,5,0.321,0.291,0.612,305
河野 竜生,2024,日本ハム,52,0,0,0,0,0,0,0,0,0
北浦 竜次,2024,日本ハム,12,0,0,0,0,0,0,0,0,0
北山 亘基,2024,日本ハム,14,0,0,0,0,0,0,0,0,2
清宮 幸太郎,2024,日本ハム,89,0.3,87,15,51,1,0.374,0.524,0.898,329
黒木 優太,2024,日本ハム,2,0,0,0,0,0,0,0,0,0
畔柳 亨丞,2024,日本ハム,5,0,0,0,0,0,0,0,0,0
郡司 裕也,2024,日本ハム,127,0.256,113,12,49,2,0.321,0.37,0.691,495
ザバラ,2024,日本ハム,16,0,0,0,0,0,0,0,0,0
齋藤 友貴哉,2024,日本ハム,25,0,0,0,0,0,0,0,0,0
清水 優心,2024,日本ハム,12,0.143,2,0,1,0,0.143,0.214,0.357,15
進藤 勇也,2024,日本ハム,2,0,0,0,0,0,0,0,0,3
スティーブンソン,2024,日本ハム,24,0.161,10,0,0,1,0.175,0.194,0.369,63
杉浦 稔大,2024,日本ハム,40,0,0,0,0,0,0,0,0,0
鈴木 健矢,2024,日本ハム,8,0,0,0,0,0,0,0,0,1
達 孝太,2024,日本ハム,1,0,0,0,0,0,0,0,0,0
田中 瑛斗,2024,日本ハム,3,0,0,0,0,0,0,0,0,0
田中 正義,2024,日本ハム,53,0,0,0,0,0,0,0,0,0
田宮 裕涼,2024,日本ハム,109,0.277,85,3,30,10,0.334,0.358,0.692,349
中島 卓也,2024,日本ハム,46,0.205,8,0,2,4,0.244,0.231,0.475,41
生田目 翼,2024,日本ハム,43,0,0,0,0,0,0,0,0,0
奈良間 大己,2024,日本ハム,90,0.18,25,0,7,2,0.19,0.209,0.399,150
根本 悠楓,2024,日本ハム,2,0,0,0,0,0,0,0,0,0
野村 佑希,2024,日本ハム,56,0.21,30,2,9,2,0.25,0.315,0.565,152
バーヘイゲン,2024,日本ハム,9,0,0,0,0,0,0,0,0,0
福島 蓮,2024,日本ハム,12,0,0,0,0,0,0,0,0,0
福田 光輝,2024,日本ハム,5,0.357,5,0,2,0,0.357,0.5,0.857,14
福田 俊,2024,日本ハム,2,0,0,0,0,0,0,0,0,0
伏見 寅威,2024,日本ハム,62,0.242,40,0,21,0,0.267,0.273,0.54,184
古川 裕大,2024,日本ハム,1,0,0,0,0,0,0.333,0,0.333,3
細川 凌平,2024,日本ハム,51,0.222,12,0,5,3,0.267,0.241,0.508,64
細野 晴希,2024,日本ハム,2,0,0,0,0,0,0,0,0,2
堀 瑞輝,2024,日本ハム,10,0,0,0,0,0,0,0,0,0
マーフィー,2024,日本ハム,40,0,0,0,0,0,0,0,0,1
マルティネス,2024,日本ハム,126,0.234,92,13,57,2,0.336,0.405,0.741,459
松浦 慶斗,2024,日本ハム,5,0,0,0,0,0,0,0,0,0
松本 剛,2024,日本ハム,127,0.236,103,1,19,20,0.279,0.288,0.567,486
万波 中正,2024,日本ハム,136,0.252,128,18,60,2,0.31,0.425,0.735,556
水谷 瞬,2024,日本ハム,97,0.287,94,9,39,4,0.335,0.443,0.778,353
水野 達稀,2024,日本ハム,105,0.22,73,7,37,9,0.251,0.355,0.606,359
宮崎 一樹,2024,日本ハム,4,0.2,1,0,0,0,0.333,0.2,0.533,6
宮西 尚生,2024,日本ハム,30,0,0,0,0,0,0,0,0,0
矢澤 宏太,2024,日本ハム,28,0.111,2,0,0,0,0.111,0.111,0.222,19
柳川 大晟,2024,日本ハム,21,0,0,0,0,0,0,0,0,0
山﨑 福也,2024,日本ハム,24,0.167,1,0,1,0,0.286,0.167,0.453,7
山本 拓実,2024,日本ハム,36,0,0,0,0,0,0,0,0,0
レイエス,2024,日本ハム,103,0.29,97,25,65,0,0.348,0.564,0.912,368
ロドリゲス,2024,日本ハム,10,0,0,0,0,0,0,0,0,0
東 晃平,2024,オリックス,10,0,0,0,0,0,0,0,0,3
安達 了一,2024,オリックス,24,0.216,8,0,2,0,0.293,0.243,0.536,44
阿部 翔太,2024,オリックス,17,0,0,0,0,0,0,0,0,0
井口 和朋,2024,オリックス,33,0,0,0,0,0,0,0,0,0
池田 陵真,2024,オリックス,8,0.174,4,0,0,0,0.174,0.174,0.348,23
石川 亮,2024,オリックス,13,0.143,1,0,0,0,0.25,0.286,0.536,8
宇田川 優希,2024,オリックス,13,0,0,0,0,0,0,0,0,0
エスピノーザ,2024,オリックス,22,0,0,0,0,0,0,0,0,4
大里 昂生,2024,オリックス,51,0.235,36,2,8,5,0.304,0.327,0.631,176
大城 滉二,2024,オリックス,7,0.308,4,0,2,0,0.4,0.385,0.785,18
太田 椋,2024,オリックス,91,0.288,96,6,40,4,0.34,0.408,0.748,369
小田 裕也,2024,オリックス,20,0.214,3,0,0,0,0.267,0.429,0.696,15
カスティーヨ,2024,オリックス,15,0,0,0,0,0,0,0,0,0
川瀬 堅斗,2024,オリックス,8,0,0,0,0,0,0,0,0,0
来田 涼斗,2024,オリックス,54,0.212,36,2,11,4,0.264,0.312,0.576,189
宜保 翔,2024,オリックス,22,0.25,3,0,0,1,0.357,0.25,0.607,14
紅林 弘太郎,2024,オリックス,136,0.247,115,2,38,0,0.305,0.314,0.619,523
元 謙太,2024,オリックス,5,0.125,1,0,0,0,0.125,0.125,0.25,8
ゴンザレス,2024,オリックス,23,0.131,8,1,2,0,0.185,0.18,0.365,65
小木田 敦也,2024,オリックス,13,0,0,0,0,0,0,0,0,0
古田島 成龍,2024,オリックス,50,0,0,0,0,0,0,0,0,0
才木 海翔,2024,オリックス,15,0,0,0,0,0,0,0,0,0
齋藤 響介,2024,オリックス,8,0,0,0,0,0,0,0,0,4
佐藤 一磨,2024,オリックス,5,0,0,0,0,0,0,0,0,2
佐野 皓大,2024,オリックス,4,0,0,0,0,0,0,0,0,2
杉澤 龍,2024,オリックス,28,0.053,1,0,0,0,0.053,0.053,0.106,21
杉本 裕太郎,2024,オリックス,82,0.233,51,11,27,1,0.293,0.416,0.709,239
鈴木 博志,2024,オリックス,32,0,0,0,0,0,0,0,0,0
セデーニョ,2024,オリックス,98,0.26,79,15,37,0,0.32,0.438,0.758,334
曽谷 龍平,2024,オリックス,20,0,0,0,0,0,0,0,0,0
髙島 泰都,2024,オリックス,21,0,0,0,0,0,0,0,0,1
田嶋 大樹,2024,オリックス,21,0,0,0,0,0,0,0,0,3
茶野 篤政,2024,オリックス,16,0.269,14,0,6,5,0.304,0.346,0.65,57
Ｔ－岡田,2024,オリックス,4,0.125,1,0,0,0,0.222,0.125,0.347,9
トーマス,2024,オリックス,10,0,0,0,0,0,0,0,0,18
富山 凌雅,2024,オリックス,16,0,0,0,0,0,0,0,0,0
頓宮 裕真,2024,オリックス,81,0.197,49,7,30,0,0.303,0.317,0.62,290
内藤 鵬,2024,オリックス,7,0.1,2,0,0,0,0.143,0.15,0.293,21
中川 圭太,2024,オリックス,60,0.231,50,2,16,3,0.273,0.315,0.588,233
西川 龍馬,2024,オリックス,138,0.258,134,7,46,11,0.294,0.347,0.641,553
西野 真弘,2024,オリックス,89,0.3,84,1,13,3,0.352,0.354,0.706,312
野口 智哉,2024,オリックス,12,0.111,3,1,1,0,0.2,0.259,0.459,30
比嘉 幹貴,2024,オリックス,5,0,0,0,0,0,0,0,0,0
平野 佳寿,2024,オリックス,12,0,0,0,0,0,0,0,0,0
廣岡 大志,2024,オリックス,61,0.194,21,0,5,2,0.261,0.25,0.511,119
福田 周平,2024,オリックス,69,0.232,53,1,13,7,0.314,0.281,0.595,261
福永 奨,2024,オリックス,11,0.182,4,0,0,0,0.217,0.182,0.399,23
ペルドモ,2024,オリックス,28,0,0,0,0,0,0,0,0,0
本田 仁海,2024,オリックス,23,0,0,0,0,0,0,0,0,0
マチャド,2024,オリックス,53,0,0,0,0,0,0,0,0,0
前 佑囲斗,2024,オリックス,4,0,0,0,0,0,0,0,0,0
宮城 大弥,2024,オリックス,20,0,0,0,0,0,0,0,0,0
椋木 蓮,2024,オリックス,10,0,0,0,0,0,0,0,0,0
宗 佑磨,2024,オリックス,97,0.235,68,1,22,3,0.283,0.301,0.584,322
村西 良太,2024,オリックス,1,0,0,0,0,0,0,0,0,0
森 友哉,2024,オリックス,117,0.281,111,9,46,6,0.368,0.415,0.783,457
山足 達也,2024,オリックス,43,0.133,2,0,0,2,0.278,0.133,0.411,18
山岡 泰輔,2024,オリックス,6,0,0,0,0,0,0,0,0,0
山﨑 颯一郎,2024,オリックス,7,0,0,0,0,0,0,0,0,0
山下 舜平大,2024,オリックス,14,0,0,0,0,0,0,0,0,0
山田 修義,2024,オリックス,50,0,0,0,0,0,0,0,0,0
横山 聖哉,2024,オリックス,12,0.15,6,0,0,0,0.15,0.175,0.325,40
吉田 輝星,2024,オリックス,50,0,0,0,0,0,0,0,0,0
若月 健矢,2024,オリックス,96,0.201,53,3,18,0,0.236,0.277,0.513,299
渡部 遼人,2024,オリックス,65,0.182,12,0,7,4,0.26,0.212,0.472,81
浅村 栄斗,2024,楽天,143,0.253,119,14,60,1,0.346,0.382,0.728,552
阿部 寿樹,2024,楽天,78,0.227,52,9,32,0,0.292,0.419,0.711,254
石原 彪,2024,楽天,68,0.171,25,4,13,0,0.239,0.288,0.527,172
伊藤 茉央,2024,楽天,6,0,0,0,0,0,0,0,0,0
伊藤 裕季也,2024,楽天,44,0.261,30,2,10,0,0.298,0.383,0.681,125
入江 大樹,2024,楽天,5,0.417,5,0,0,0,0.462,0.417,0.879,14
内 星龍,2024,楽天,20,0,0,0,0,0,0,0,0,4
太田 光,2024,楽天,94,0.196,45,2,23,2,0.244,0.291,0.535,269
岡島 豪郎,2024,楽天,31,0.2,16,1,6,0,0.304,0.275,0.579,93
小郷 裕哉,2024,楽天,143,0.257,145,7,49,32,0.337,0.358,0.695,642
岸 孝之,2024,楽天,22,0,0,0,0,0,0.5,0,0.5,2
黒川 史陽,2024,楽天,22,0.232,13,1,8,0,0.283,0.304,0.587,60
古謝 樹,2024,楽天,15,0,0,0,0,0,0,0,0,3
小深田 大翔,2024,楽天,134,0.229,103,3,23,29,0.296,0.287,0.583,522
小孫 竜二,2024,楽天,2,0,0,0,0,0,0,0,0,0
酒居 知史,2024,楽天,49,0,0,0,0,0,0,0,0,0
坂井 陽翔,2024,楽天,1,0,0,0,0,0,0,0,0,0
櫻井 周斗,2024,楽天,8,0,0,0,0,0,0,0,0,0
島内 宏明,2024,楽天,40,0.214,28,0,12,0,0.307,0.252,0.559,154
荘司 康誠,2024,楽天,7,0,0,0,0,0,0,0,0,0
鈴木 翔天,2024,楽天,49,0,0,0,0,0,0,0,0,0
鈴木 大地,2024,楽天,123,0.266,108,4,41,0,0.324,0.347,0.671,460
清宮 虎多朗,2024,楽天,3,0,0,0,0,0,0,0,0,0
宋 家豪,2024,楽天,41,0,0,0,0,0,0,0,0,0
ターリー,2024,楽天,17,0,0,0,0,0,0,0,0,0
平良 竜哉,2024,楽天,18,0.143,3,0,3,0,0.217,0.143,0.36,24
高田 孝一,2024,楽天,5,0,0,0,0,0,0,0,0,0
瀧中 瞭太,2024,楽天,12,0,0,0,0,0,0,0,0,0
辰見 鴻之介,2024,楽天,2,0,0,0,0,0,0,0,0,3
辰己 涼介,2024,楽天,143,0.294,158,7,58,20,0.353,0.419,0.772,597
田中 和基,2024,楽天,68,0.129,4,0,1,0,0.129,0.161,0.29,34
田中 貴也,2024,楽天,17,0.1,1,0,0,0,0.25,0.1,0.35,12
田中 将大,2024,楽天,1,0,0,0,0,0,0,0,0,0
津留﨑 大成,2024,楽天,14,0,0,0,0,0,0,0,0,0
中島 大輔,2024,楽天,37,0.228,28,1,10,1,0.258,0.333,0.591,128
西垣 雅矢,2024,楽天,18,0,0,0,0,0,0,0,0,0
則本 昂大,2024,楽天,54,0,0,0,0,0,0,0,0,0
早川 隆久,2024,楽天,25,0.333,1,0,0,0,0.333,0.333,0.666,3
日當 直喜,2024,楽天,1,0,0,0,0,0,0,0,0,0
フランコ,2024,楽天,68,0.218,50,8,30,0,0.251,0.345,0.596,243
藤井 聖,2024,楽天,22,0.25,1,0,1,0,0.25,0.25,0.5,4
藤平 尚真,2024,楽天,47,0,0,0,0,0,0,0,0,0
ポンセ,2024,楽天,15,0,0,0,0,0,0,0,0,4
堀内 謙伍,2024,楽天,4,0,0,0,0,0,0,0,0,6
松井 友飛,2024,楽天,7,0,0,0,0,0,0,0,0,0
松田 啄磨,2024,楽天,7,0,0,0,0,0,0,0,0,0
宮森 智志,2024,楽天,9,0,0,0,0,0,0,0,0,0
武藤 敦貴,2024,楽天,7,0.2,1,0,0,0,0.2,0.2,0.4,5
村林 一輝,2024,楽天,139,0.241,125,6,50,5,0.27,0.313,0.583,571
茂木 栄五郎,2024,楽天,46,0.265,18,1,8,0,0.311,0.397,0.708,75
安田 悠馬,2024,楽天,34,0.262,32,2,9,0,0.297,0.361,0.658,128
山﨑 剛,2024,楽天,5,0,0,0,0,0,0,0,0,6
山田 遥楓,2024,楽天,25,0.16,4,0,1,0,0.222,0.24,0.462,27
弓削 隼人,2024,楽天,34,0,0,0,0,0,0,0,0,0
吉川 雄大,2024,楽天,13,0,0,0,0,0,0,0,0,0
渡辺 翔太,2024,楽天,49,0,0,0,0,0,0,0,0,0
渡邊 佳明,2024,楽天,47,0.25,34,0,11,0,0.302,0.265,0.567,154
アギラー,2024,西武,30,0.204,23,2,10,0,0.274,0.301,0.575,124
アブレイユ,2024,西武,52,0,0,0,0,0,0,0,0,0
青山 美夏人,2024,西武,6,0,0,0,0,0,0,0,0,0
糸川 亮太,2024,西武,4,0,0,0,0,0,0,0,0,0
今井 達也,2024,西武,25,0,0,0,0,0,0.25,0,0.25,4
上田 大河,2024,西武,17,0,0,0,0,0,0,0,0,0
岡田 雅利,2024,西武,1,1,1,0,0,0,1,2,3,1
奥村 光一,2024,西武,45,0.177,14,0,3,2,0.217,0.203,0.42,84
ガルシア,2024,西武,19,0.131,8,1,4,0,0.232,0.262,0.494,69
甲斐野 央,2024,西武,19,0,0,0,0,0,0,0,0,0
金子 侑司,2024,西武,37,0.211,27,2,8,3,0.279,0.266,0.545,141
岸 潤一郎,2024,西武,98,0.216,62,6,25,4,0.26,0.324,0.584,311
栗山 巧,2024,西武,60,0.226,28,1,12,0,0.364,0.323,0.687,154
源田 壮亮,2024,西武,143,0.264,138,3,21,12,0.307,0.337,0.644,577
コルデロ,2024,西武,23,0.129,9,1,4,0,0.151,0.2,0.351,73
古賀 悠斗,2024,西武,105,0.228,56,3,12,0,0.286,0.285,0.571,279
児玉 亮涼,2024,西武,32,0.18,9,0,2,5,0.268,0.3,0.568,58
佐藤 隼輔,2024,西武,45,0,0,0,0,0,0,0,0,0
佐藤 龍世,2024,西武,93,0.244,72,7,34,0,0.33,0.39,0.72,345
菅井 信也,2024,西武,8,0,0,0,0,0,0,0,0,1
杉山 遙希,2024,西武,1,0,0,0,0,0,0,0,0,0
鈴木 将平,2024,西武,33,0.191,13,0,4,1,0.233,0.235,0.468,76
隅田 知一郎,2024,西武,26,0,0,0,0,0,0,0,0,5
炭谷 銀仁朗,2024,西武,49,0.188,16,0,6,0,0.247,0.235,0.482,103
平良 海馬,2024,西武,22,0,0,0,0,0,0,0,0,0
高木 渉,2024,西武,3,0,0,0,0,0,0.125,0,0.125,8
髙橋 光成,2024,西武,15,0,0,0,0,0,0,0,0,1
髙松 渡,2024,西武,35,0,0,0,0,8,0,0,0,6
滝澤 夏央,2024,西武,68,0.186,22,0,4,3,0.244,0.229,0.473,137
武内 夏暉,2024,西武,21,0,0,0,0,0,0,0,0,2
田村 伊知郎,2024,西武,28,0,0,0,0,0,0,0,0,0
柘植 世那,2024,西武,42,0.167,7,0,1,0,0.205,0.19,0.395,45
外崎 修汰,2024,西武,127,0.227,99,7,41,11,0.312,0.337,0.649,500
中村 剛也,2024,西武,58,0.191,36,7,14,1,0.254,0.372,0.626,205
中村 祐太,2024,西武,27,0,0,0,0,0,0,0,0,0
西川 愛也,2024,西武,104,0.227,71,6,31,8,0.263,0.332,0.595,335
野村 大樹,2024,西武,57,0.225,40,5,22,1,0.305,0.41,0.715,204
長谷川 信哉,2024,西武,72,0.183,38,2,8,10,0.274,0.24,0.514,239
羽田 慎之介,2024,西武,9,0,0,0,0,0,0,0,0,0
浜屋 将太,2024,西武,1,0,0,0,0,0,0,0,0,0
平井 克典,2024,西武,13,0,0,0,0,0,0,0,0,1
平沼 翔太,2024,西武,45,0.265,35,0,9,0,0.317,0.333,0.65,144
蛭間 拓哉,2024,西武,63,0.22,47,1,16,3,0.266,0.28,0.546,232
ブランドン,2024,西武,4,0.188,3,0,0,0,0.278,0.188,0.466,18
古市 尊,2024,西武,6,0,0,0,0,1,0,0,0,6
ボー・タカハシ,2024,西武,33,0,0,0,0,0,0,0,0,0
本田 圭佑,2024,西武,31,0,0,0,0,0,0,0,0,0
牧野 翔矢,2024,西武,10,0.05,1,0,0,0,0.05,0.05,0.1,20
増田 達至,2024,西武,13,0,0,0,0,0,0,0,0,0
松原 聖弥,2024,西武,24,0.123,8,0,5,1,0.186,0.185,0.371,72
松本 航,2024,西武,34,0,0,0,0,0,0,0,0,0
豆田 泰志,2024,西武,15,0,0,0,0,0,0,0,0,0
水上 由伸,2024,西武,29,0,0,0,0,0,0,0,0,0
村田 怜音,2024,西武,4,0.231,3,0,1,0,0.231,0.231,0.462,13
元山 飛優,2024,西武,33,0.143,11,1,7,0,0.175,0.208,0.383,81
ヤン,2024,西武,37,0,0,0,0,0,0,0,0,0
山野辺 翔,2024,西武,50,0.213,17,0,0,6,0.259,0.275,0.534,90
山村 崇嘉,2024,西武,58,0.219,44,2,23,1,0.268,0.284,0.552,223
陽川 尚将,2024,西武,11,0.133,4,0,2,0,0.212,0.133,0.345,33
與座 海人,2024,西武,7,0,0,0,0,0,0,0,0,1
若林 楽人,2024,西武,19,0.129,8,3,5,2,0.156,0.274,0.43,66
渡部 健人,2024,西武,11,0.03,1,0,0,0,0.158,0.03,0.188,38
渡邉 勇太朗,2024,西武,14,0,0,0,0,0,0,0,0,2
愛斗,2024,ロッテ,52,0.188,13,0,3,0,0.243,0.217,0.46,76
東妻 勇輔,2024,ロッテ,6,0,0,0,0,0,0,0,0,0
池田 来翔,2024,ロッテ,21,0.111,5,0,1,0,0.13,0.156,0.286,46
石川 歩,2024,ロッテ,5,0,0,0,0,0,0,0,0,0
石川 慎吾,2024,ロッテ,33,0.211,19,1,5,0,0.237,0.278,0.515,93
岩下 大輝,2024,ロッテ,21,0,0,0,0,0,0,0,0,0
上田 希由翔,2024,ロッテ,21,0.259,15,0,7,0,0.302,0.31,0.612,64
大下 誠一郎,2024,ロッテ,22,0.15,3,0,1,0,0.19,0.2,0.39,22
大谷 輝龍,2024,ロッテ,1,0,0,0,0,0,0,0,0,0
岡 大海,2024,ロッテ,103,0.287,104,7,33,11,0.373,0.434,0.807,420
小川 龍成,2024,ロッテ,119,0.241,63,0,21,10,0.317,0.249,0.566,313
荻野 貴司,2024,ロッテ,80,0.279,55,1,15,0,0.321,0.335,0.656,213
小島 和哉,2024,ロッテ,25,0,0,0,0,0,0,0,0,4
小野 郁,2024,ロッテ,3,0,0,0,0,0,0,0,0,0
カイケル,2024,ロッテ,8,0,0,0,0,0,0,0,0,0
柿沼 友哉,2024,ロッテ,3,0,0,0,0,0,0,0,0,3
角中 勝也,2024,ロッテ,84,0.28,53,3,20,0,0.361,0.413,0.774,217
唐川 侑己,2024,ロッテ,8,0,0,0,0,0,0,0,0,0
菊地 吏玖,2024,ロッテ,20,0,0,0,0,0,0,0,0,0
国吉 佑樹,2024,ロッテ,41,0,0,0,0,0,0,0,0,0
コルデロ,2024,ロッテ,5,0,0,0,0,0,0,0,0,0
坂本 光士郎,2024,ロッテ,37,0,0,0,0,0,0,0,0,0
佐々木 朗希,2024,ロッテ,18,0,0,0,0,0,0,0,0,3
佐藤 都志也,2024,ロッテ,116,0.278,114,5,45,4,0.326,0.363,0.689,452
澤田 圭佑,2024,ロッテ,21,0,0,0,0,0,0,0,0,1
澤村 拓一,2024,ロッテ,39,0,0,0,0,0,0,0,0,0
鈴木 昭汰,2024,ロッテ,51,0,0,0,0,0,0,0,0,0
ソト,2024,ロッテ,132,0.269,132,21,88,0,0.33,0.45,0.78,542
ダイクストラ,2024,ロッテ,3,0,0,0,0,0,0,0,0,0
高野 脩汰,2024,ロッテ,6,0,0,0,0,0,0,0,0,0
髙部 瑛斗,2024,ロッテ,76,0.3,78,1,23,10,0.348,0.381,0.729,287
田中 晴也,2024,ロッテ,4,0,0,0,0,0,0,0,0,0
種市 篤暉,2024,ロッテ,23,0,0,0,0,0,0,0,0,5
田村 龍弘,2024,ロッテ,51,0.2,28,0,14,0,0.269,0.271,0.54,160
茶谷 健太,2024,ロッテ,88,0.167,12,0,4,0,0.176,0.181,0.357,76
寺地 隆成,2024,ロッテ,2,0.143,1,0,0,0,0.143,0.286,0.429,7
友杉 篤輝,2024,ロッテ,125,0.206,73,0,15,11,0.241,0.234,0.475,393
中村 奨吾,2024,ロッテ,120,0.234,88,4,27,2,0.318,0.314,0.632,433
中村 稔弥,2024,ロッテ,17,0,0,0,0,0,0,0,0,0
中森 俊介,2024,ロッテ,5,0,0,0,0,0,0,0,0,0
西野 勇士,2024,ロッテ,20,0,0,0,0,0,0,0,0,3
西村 天裕,2024,ロッテ,17,0,0,0,0,0,0,0,0,0
二保 旭,2024,ロッテ,8,0,0,0,0,0,0,0,0,0
廣畑 敦也,2024,ロッテ,8,0,0,0,0,0,0,0,0,0
藤岡 裕大,2024,ロッテ,90,0.256,80,5,29,0,0.354,0.353,0.707,369
藤原 恭大,2024,ロッテ,74,0.29,67,2,21,4,0.364,0.385,0.749,264
ポランコ,2024,ロッテ,118,0.243,101,23,60,0,0.318,0.459,0.777,468
益田 直也,2024,ロッテ,44,0,0,0,0,0,0,0,0,0
松川 虎生,2024,ロッテ,2,0.25,1,0,0,0,0.25,0.25,0.5,4
美馬 学,2024,ロッテ,3,0,0,0,0,0,0,0,0,1
メルセデス,2024,ロッテ,21,0,0,0,0,0,0,0,0,2
八木 彬,2024,ロッテ,9,0,0,0,0,0,0,0,0,0
