選手,年度,球団,試合,打率,安打,本塁打,打点,盗塁,出塁率,長打率,OPS,打席数
髙橋 優貴,2020,巨人,8,0.143,1,0,1,0,0.143,0.429,0.572,7
田口 麗斗,2020,巨人,26,0.214,6,0,3,0,0.29,0.286,0.576,34
立岡 宗一郎,2020,巨人,29,0.261,6,1,4,1,0.37,0.478,0.848,27
田中 俊太,2020,巨人,48,0.265,18,1,6,2,0.346,0.368,0.714,78
田中 豊樹,2020,巨人,31,0,0,0,0,0,1,0,1,1
ディプラン,2020,巨人,2,0,0,0,0,0,0,0,0,0
デラロサ,2020,巨人,35,0,0,0,0,0,0,0,0,0
戸郷 翔征,2020,巨人,19,0,0,0,0,0,0,0,0,37
直江 大輔,2020,巨人,3,0,0,0,0,0,0,0,0,4
中川 皓太,2020,巨人,37,0,0,0,0,0,0,0,0,0
中島 宏之,2020,巨人,100,0.297,83,7,29,0,0.369,0.419,0.788,312
沼田 翔平,2020,巨人,5,0,0,0,0,0,0,0,0,0
パーラ,2020,巨人,47,0.267,39,4,13,0,0.305,0.384,0.689,154
畠 世周,2020,巨人,12,0.053,1,0,1,0,0.053,0.053,0.106,25
ビエイラ,2020,巨人,27,0,0,0,0,0,0,0,0,0
藤岡 貴裕,2020,巨人,12,0,0,0,0,0,0,0,0,0
古川 侑利,2020,巨人,5,0,0,0,0,0,0,0,0,0
堀岡 隼人,2020,巨人,12,0,0,0,0,0,0,0,0,0
増田 大輝,2020,巨人,74,0.297,11,0,2,23,0.458,0.351,0.809,48
松原 聖弥,2020,巨人,86,0.263,73,3,19,12,0.33,0.371,0.701,313
丸 佳浩,2020,巨人,120,0.284,120,27,77,8,0.375,0.553,0.928,491
宮國 椋丞,2020,巨人,21,0,0,0,0,0,0,0,0,0
メルセデス,2020,巨人,11,0.105,2,0,0,0,0.105,0.105,0.21,22
モタ,2020,巨人,9,0.222,2,1,4,1,0.364,0.556,0.92,11
湯浅 大,2020,巨人,13,0,0,0,0,2,0.125,0,0.125,9
陽 岱鋼,2020,巨人,38,0.238,15,1,6,1,0.351,0.302,0.653,77
横川 凱,2020,巨人,2,0,0,0,0,0,0,0,0,2
吉川 大幾,2020,巨人,30,0.1,1,0,0,2,0.182,0.1,0.282,12
吉川 尚輝,2020,巨人,112,0.274,97,8,32,11,0.336,0.398,0.734,389
若林 晃弘,2020,巨人,76,0.247,36,2,14,2,0.288,0.342,0.63,159
青柳 晃洋,2020,阪神,21,0.032,1,0,0,0,0.063,0.032,0.095,39
秋山 拓巳,2020,阪神,18,0.132,5,0,1,0,0.175,0.184,0.359,46
荒木 郁也,2020,阪神,16,0.091,1,0,0,2,0.091,0.091,0.182,11
石井 将希,2020,阪神,1,0,0,0,0,0,0,0,0,0
板山 祐太郎,2020,阪神,5,0.167,2,0,0,1,0.286,0.167,0.453,14
糸井 嘉男,2020,阪神,86,0.268,72,2,28,2,0.363,0.357,0.72,311
伊藤 和雄,2020,阪神,15,0,0,0,0,0,0,0,0,0
糸原 健斗,2020,阪神,63,0.294,64,3,20,1,0.357,0.376,0.733,244
井上 広大,2020,阪神,6,0.091,1,0,1,0,0.091,0.182,0.273,11
岩崎 優,2020,阪神,41,0,0,0,0,0,0,0,0,1
岩貞 祐太,2020,阪神,38,0.154,2,0,0,0,0.154,0.154,0.308,15
岩田 稔,2020,阪神,5,0,0,0,0,0,0,0,0,7
植田 海,2020,阪神,74,0.153,9,0,3,9,0.351,0.186,0.537,83
上本 博紀,2020,阪神,25,0.171,7,0,4,2,0.239,0.244,0.483,51
梅野 隆太郎,2020,阪神,98,0.262,78,7,29,5,0.333,0.389,0.722,342
エドワーズ,2020,阪神,23,0,0,0,0,0,0,0,0,0
江越 大賀,2020,阪神,45,0,0,0,1,3,0.154,0,0.154,13
大山 悠輔,2020,阪神,116,0.288,122,28,85,1,0.357,0.56,0.917,471
小川 一平,2020,阪神,21,0,0,0,0,0,0,0,0,0
尾仲 祐哉,2020,阪神,4,0,0,0,0,0,0,0,0,0
小幡 竜平,2020,阪神,54,0.22,28,0,7,3,0.256,0.26,0.516,134
ガルシア,2020,阪神,14,0.091,2,0,0,0,0.091,0.091,0.182,23
ガンケル,2020,阪神,28,0.273,3,0,0,0,0.333,0.364,0.697,13
木浪 聖也,2020,阪神,92,0.249,74,3,25,2,0.307,0.354,0.661,334
熊谷 敬宥,2020,阪神,38,0.313,5,0,3,3,0.353,0.438,0.791,17
桑原 謙太朗,2020,阪神,12,0,0,0,0,0,0,0,0,0
小林 慶祐,2020,阪神,2,0,0,0,0,0,0,0,0,0
サンズ,2020,阪神,110,0.257,97,19,64,2,0.363,0.451,0.814,443
齋藤 友貴哉,2020,阪神,5,1,1,0,0,0,1,1,2,1
坂本 誠志郎,2020,阪神,38,0.213,16,0,4,1,0.33,0.267,0.597,95
島田 海吏,2020,阪神,43,0.176,3,0,1,3,0.3,0.176,0.476,21
俊介,2020,阪神,9,0.125,1,0,0,0,0.125,0.125,0.25,8
スアレス,2020,阪神,51,0,0,0,0,0,0,0,0,0
髙橋 遥人,2020,阪神,12,0.13,3,0,1,0,0.13,0.13,0.26,24
髙山 俊,2020,阪神,42,0.152,7,0,3,1,0.216,0.217,0.433,52
谷川 昌希,2020,阪神,14,0,0,0,0,0,0,0,0,0
近本 光司,2020,阪神,120,0.293,139,9,45,31,0.344,0.416,0.76,519
長坂 拳弥,2020,阪神,5,0.4,2,1,2,1,0.4,1,1.4,5
中田 賢一,2020,阪神,3,0.5,1,0,0,0,0.5,0.5,1,2
中谷 将大,2020,阪神,70,0.215,17,2,16,1,0.267,0.304,0.571,87
西 勇輝,2020,阪神,21,0.109,5,1,7,0,0.128,0.217,0.345,56
能見 篤史,2020,阪神,34,0,0,0,0,0,0,0,0,1
馬場 皐輔,2020,阪神,32,0,0,0,0,0,0,0,0,0
浜地 真澄,2020,阪神,1,0,0,0,0,0,0,0,0,0
原口 文仁,2020,阪神,48,0.278,20,3,19,0,0.333,0.444,0.777,78
福留 孝介,2020,阪神,43,0.154,12,1,12,0,0.25,0.218,0.468,92
福永 春吾,2020,阪神,1,0,0,0,0,0,0,0,0,0
藤川 球児,2020,阪神,16,0,0,0,0,0,0,0,0,0
藤浪 晋太郎,2020,阪神,24,0.063,1,0,1,0,0.063,0.063,0.126,19
ボーア,2020,阪神,99,0.243,80,17,45,1,0.338,0.422,0.76,379
北條 史也,2020,阪神,40,0.192,19,2,7,2,0.266,0.293,0.559,112
マルテ,2020,阪神,29,0.252,26,4,14,1,0.336,0.447,0.783,119
望月 惇志,2020,阪神,16,0,0,0,0,0,0,0,0,0
守屋 功輝,2020,阪神,3,0,0,0,0,0,0,0,0,0
陽川 尚将,2020,阪神,71,0.247,39,8,24,2,0.333,0.437,0.77,182
横山 雄哉,2020,阪神,1,0,0,0,0,0,0,0,0,0
石田 健大,2020,DeNA,50,0,0,0,0,0,0,0,0,0
伊勢 大夢,2020,DeNA,33,0,0,0,0,0,0.333,0,0.333,3
伊藤 光,2020,DeNA,30,0.216,11,0,6,0,0.355,0.314,0.669,63
伊藤 裕季也,2020,DeNA,5,0.286,4,0,1,0,0.375,0.429,0.804,17
井納 翔一,2020,DeNA,17,0.133,4,0,3,0,0.133,0.167,0.3,31
今永 昇太,2020,DeNA,9,0.111,2,0,0,0,0.158,0.111,0.269,19
エスコバー,2020,DeNA,56,0,0,0,0,0,0,0,0,1
蝦名 達夫,2020,DeNA,17,0.143,3,1,1,0,0.25,0.333,0.583,24
オースティン,2020,DeNA,65,0.286,68,20,56,0,0.364,0.605,0.969,269
大貫 晋一,2020,DeNA,19,0.108,4,0,1,0,0.128,0.135,0.263,44
乙坂 智,2020,DeNA,85,0.208,21,1,7,5,0.289,0.267,0.556,115
笠井 崇正,2020,DeNA,1,0,0,0,0,0,0,0,0,0
梶谷 隆幸,2020,DeNA,109,0.323,140,19,53,14,0.387,0.527,0.914,482
神里 和毅,2020,DeNA,80,0.308,52,3,17,7,0.37,0.42,0.79,190
上茶谷 大河,2020,DeNA,11,0.158,3,0,0,0,0.2,0.158,0.358,22
京山 将弥,2020,DeNA,6,0,0,0,0,0,0.286,0,0.286,10
楠本 泰史,2020,DeNA,28,0.154,4,1,1,0,0.241,0.346,0.587,29
国吉 佑樹,2020,DeNA,42,0.5,2,0,2,0,0.5,0.75,1.25,4
倉本 寿彦,2020,DeNA,82,0.276,55,1,17,0,0.333,0.312,0.645,216
桑原 将志,2020,DeNA,34,0.139,5,1,2,0,0.22,0.222,0.442,42
阪口 皓亮,2020,DeNA,3,0,0,0,0,0,0,0,0,2
坂本 裕哉,2020,DeNA,10,0.063,1,0,0,0,0.063,0.063,0.126,17
櫻井 周斗,2020,DeNA,3,0,0,0,0,0,0,0,0,3
佐野 恵太,2020,DeNA,106,0.328,132,20,69,0,0.395,0.532,0.927,451
柴田 竜拓,2020,DeNA,110,0.266,62,2,20,0,0.356,0.352,0.708,276
進藤 拓也,2020,DeNA,5,0,0,0,0,0,0,0,0,1
砂田 毅樹,2020,DeNA,17,1,1,0,0,0,1,1,2,1
ソト,2020,DeNA,114,0.252,108,25,78,0,0.323,0.47,0.793,480
平良 拳太郎,2020,DeNA,14,0.077,2,0,0,0,0.077,0.077,0.154,31
髙城 俊人,2020,DeNA,23,0.19,8,3,5,0,0.244,0.405,0.649,46
戸柱 恭孝,2020,DeNA,96,0.212,55,5,23,0,0.244,0.309,0.553,276
中井 大介,2020,DeNA,69,0.25,25,2,4,1,0.279,0.36,0.639,105
中川 虎大,2020,DeNA,3,0.5,1,0,0,0,0.5,1,1.5,2
パットン,2020,DeNA,57,0,0,0,0,0,0,0,0,1
濵口 遥大,2020,DeNA,16,0.077,2,0,0,0,0.111,0.077,0.188,31
ピープルズ,2020,DeNA,10,0.083,1,0,0,0,0.083,0.083,0.166,13
平田 真吾,2020,DeNA,43,0,0,0,0,0,0,0,0,5
藤岡 好明,2020,DeNA,4,0,0,0,0,0,0,0,0,0
細川 成也,2020,DeNA,19,0.235,12,1,1,1,0.278,0.333,0.611,54
三上 朋也,2020,DeNA,10,0,0,0,0,0,0,0,0,0
三嶋 一輝,2020,DeNA,48,0,0,0,0,0,0,0,0,0
嶺井 博希,2020,DeNA,41,0.327,18,0,8,0,0.383,0.382,0.765,60
宮﨑 敏郎,2020,DeNA,113,0.301,129,14,53,0,0.341,0.464,0.805,460
宮本 秀明,2020,DeNA,6,0.4,2,0,0,0,0.4,0.4,0.8,5
武藤 祐太,2020,DeNA,22,0,0,0,0,0,0,0,0,5
百瀬 大騎,2020,DeNA,4,0.25,1,0,1,0,0.25,0.25,0.5,4
森 敬斗,2020,DeNA,8,0.25,3,0,0,0,0.25,0.333,0.583,12
山﨑 康晃,2020,DeNA,40,0,0,0,0,0,0,0,0,0
山下 幸輝,2020,DeNA,39,0.209,9,0,1,0,0.261,0.256,0.517,46
大和,2020,DeNA,85,0.281,56,4,23,3,0.342,0.387,0.729,225
山本 祐大,2020,DeNA,2,0,0,0,0,0,0,0,0,3
ロペス,2020,DeNA,81,0.246,72,12,42,0,0.269,0.396,0.665,305
會澤 翼,2020,広島,79,0.266,61,7,36,2,0.359,0.415,0.774,263
安部 友裕,2020,広島,26,0.184,7,0,2,0,0.262,0.263,0.525,44
石原 慶幸,2020,広島,4,0,0,0,0,0,0,0,0,5
磯村 嘉孝,2020,広島,31,0.208,10,1,1,0,0.269,0.333,0.602,55
一岡 竜司,2020,広島,19,0,0,0,0,0,0,0,0,0
今村 猛,2020,広島,6,0,0,0,0,0,0,0,0,0
上本 崇司,2020,広島,56,0.212,11,0,4,2,0.305,0.25,0.555,62
宇草 孔基,2020,広島,13,0.256,11,0,3,3,0.319,0.326,0.645,47
遠藤 淳志,2020,広島,19,0.188,6,0,2,0,0.212,0.188,0.4,36
大瀬良 大地,2020,広島,11,0.263,5,1,4,0,0.3,0.421,0.721,24
大盛 穂,2020,広島,73,0.259,35,2,16,5,0.318,0.385,0.703,148
菊池 保則,2020,広島,44,0,0,0,0,0,0,0,0,0
菊池 涼介,2020,広島,106,0.271,102,10,41,3,0.334,0.423,0.757,429
九里 亜蓮,2020,広島,20,0.061,2,0,1,0,0.088,0.061,0.149,42
桒原 樹,2020,広島,3,0,0,0,0,0,0,0,0,3
ケムナ 誠,2020,広島,41,0,0,0,0,0,0.333,0,0.333,3
小窪 哲也,2020,広島,3,0.333,1,0,0,0,0.333,0.333,0.666,3
小園 海斗,2020,広島,3,0,0,0,0,0,0,0,0,6
坂倉 将吾,2020,広島,81,0.287,60,3,26,1,0.346,0.411,0.757,228
Ｋ．ジョンソン,2020,広島,10,0.071,1,0,0,0,0.071,0.071,0.142,15
ＤＪ．ジョンソン,2020,広島,14,0,0,0,0,0,0,0,0,0
島内 颯太郎,2020,広島,38,0,0,0,0,0,0,0,0,0
正隨 優弥,2020,広島,7,0.143,1,1,1,0,0.25,0.571,0.821,8
白濱 裕太,2020,広島,2,0,0,0,0,0,0,0,0,1
スコット,2020,広島,7,0,0,0,0,0,0,0,0,1
鈴木 誠也,2020,広島,118,0.3,129,25,75,6,0.409,0.544,0.953,514
曽根 海成,2020,広島,33,0.25,4,0,1,5,0.294,0.313,0.607,17
髙橋 大樹,2020,広島,14,0.2,3,0,0,0,0.25,0.2,0.45,16
高橋 樹也,2020,広島,18,0,0,0,0,0,0,0,0,0
田中 広輔,2020,広島,112,0.251,95,8,39,8,0.351,0.37,0.721,454
田中 法彦,2020,広島,2,0,0,0,0,0,0,0,0,0
長野 久義,2020,広島,95,0.285,76,10,42,1,0.355,0.468,0.823,299
堂林 翔太,2020,広島,111,0.279,112,14,58,17,0.35,0.436,0.786,451
床田 寛樹,2020,広島,15,0.185,5,0,1,0,0.185,0.222,0.407,30
中﨑 翔太,2020,広島,6,0,0,0,0,0,0,0,0,0
中田 廉,2020,広島,32,0,0,0,0,0,0,0,0,0
中村 恭平,2020,広島,14,0,0,0,0,0,0,0,0,0
中村 奨成,2020,広島,4,0,0,0,0,0,0,0,0,4
中村 祐太,2020,広島,8,0.077,1,0,1,0,0.077,0.077,0.154,14
西川 龍馬,2020,広島,76,0.304,90,6,32,6,0.368,0.426,0.794,328
野間 峻祥,2020,広島,70,0.24,12,0,1,2,0.296,0.24,0.536,56
野村 祐輔,2020,広島,13,0.1,2,0,0,0,0.217,0.1,0.317,25
羽月 隆太郎,2020,広島,17,0.182,6,0,4,0,0.229,0.273,0.502,40
林 晃汰,2020,広島,4,0.125,1,0,0,0,0.125,0.25,0.375,8
ピレラ,2020,広島,99,0.266,84,11,34,2,0.312,0.411,0.723,337
フランスア,2020,広島,53,0,0,0,0,0,0,0,0,0
藤井 黎來,2020,広島,3,0,0,0,0,0,0,0,0,0
塹江 敦哉,2020,広島,52,0,0,0,0,0,0,0,0,1
松山 竜平,2020,広島,108,0.277,112,9,67,0,0.306,0.416,0.722,425
三好 匠,2020,広島,62,0.125,3,0,2,0,0.185,0.125,0.31,29
メヒア,2020,広島,37,0.188,15,2,4,1,0.235,0.288,0.523,85
モンティージャ,2020,広島,1,0,0,0,0,0,0,0,0,0
森下 暢仁,2020,広島,18,0.154,6,0,3,0,0.175,0.205,0.38,46
矢崎 拓也,2020,広島,6,0,0,0,0,0,0,0,0,0
薮田 和樹,2020,広島,28,0,0,0,0,0,0.167,0,0.167,7
青木 宣親,2020,ヤクルト,107,0.317,113,18,51,2,0.424,0.557,0.981,425
荒木 貴裕,2020,ヤクルト,63,0.164,12,1,7,0,0.235,0.247,0.482,84
イノーア,2020,ヤクルト,9,0,0,0,2,0,0,0,0,6
五十嵐 亮太,2020,ヤクルト,1,0,0,0,0,0,0,0,0,0
石川 雅規,2020,ヤクルト,15,0.042,1,0,0,0,0.08,0.042,0.122,27
石山 泰稚,2020,ヤクルト,44,0,0,0,0,0,0,0,0,0
井野 卓,2020,ヤクルト,32,0.105,2,0,4,0,0.15,0.211,0.361,22
上田 剛史,2020,ヤクルト,53,0.125,7,0,2,5,0.153,0.143,0.296,61
梅野 雄吾,2020,ヤクルト,42,0,0,0,0,0,0,0,0,0
エスコバー,2020,ヤクルト,104,0.273,103,1,30,6,0.312,0.329,0.641,402
大下 佑馬,2020,ヤクルト,13,0,0,0,0,0,0,0,0,0
太田 賢吾,2020,ヤクルト,4,0,0,0,0,0,0,0,0,4
大西 広樹,2020,ヤクルト,5,0,0,0,0,0,0,0,0,1
小川 泰弘,2020,ヤクルト,20,0.132,5,0,2,0,0.195,0.132,0.327,47
奥川 恭伸,2020,ヤクルト,1,0,0,0,0,0,0,0,0,0
風張 蓮,2020,ヤクルト,11,0,0,0,0,0,0,0,0,1
金久保 優斗,2020,ヤクルト,3,0.25,1,0,0,0,0.25,0.5,0.75,4
川端 慎吾,2020,ヤクルト,39,0.128,5,0,2,0,0.19,0.128,0.318,42
クック,2020,ヤクルト,7,0,0,0,0,0,0,0,0,3
久保 拓眞,2020,ヤクルト,10,0,0,0,0,0,0,0,0,0
古賀 優大,2020,ヤクルト,27,0.048,2,0,1,0,0.089,0.048,0.137,46
近藤 一樹,2020,ヤクルト,20,0,0,0,0,0,0,0,0,0
今野 龍太,2020,ヤクルト,20,0,0,0,0,0,0,0,0,0
歳内 宏明,2020,ヤクルト,7,0.083,1,0,0,0,0.083,0.083,0.166,12
坂口 智隆,2020,ヤクルト,114,0.246,98,9,36,4,0.334,0.354,0.688,458
坂本 光士郎,2020,ヤクルト,1,0,0,0,0,0,0,0,0,0
塩見 泰隆,2020,ヤクルト,43,0.279,43,8,21,13,0.369,0.487,0.856,179
嶋 基宏,2020,ヤクルト,20,0.098,4,0,4,0,0.159,0.146,0.305,45
清水 昇,2020,ヤクルト,52,0,0,0,0,0,0,0,0,0
スアレス,2020,ヤクルト,12,0,0,0,0,0,0,0,0,23
高梨 裕稔,2020,ヤクルト,18,0.207,6,0,0,0,0.233,0.207,0.44,32
高橋 奎二,2020,ヤクルト,10,0.067,1,0,0,0,0.176,0.067,0.243,17
武岡 龍世,2020,ヤクルト,5,0.333,3,0,0,0,0.455,0.333,0.788,12
田代 将太郎,2020,ヤクルト,46,0.149,7,0,2,1,0.231,0.213,0.444,53
寺島 成輝,2020,ヤクルト,30,0,0,0,0,0,0,0,0,1
中尾 輝,2020,ヤクルト,5,0,0,0,0,0,0,0,0,0
長岡 秀樹,2020,ヤクルト,6,0.083,1,0,0,0,0.083,0.083,0.166,13
中澤 雅人,2020,ヤクルト,28,0,0,0,0,0,0,0,0,0
中村 悠平,2020,ヤクルト,29,0.175,14,0,3,0,0.256,0.2,0.456,92
中山 翔太,2020,ヤクルト,29,0.229,11,4,8,0,0.283,0.5,0.783,53
西浦 直亨,2020,ヤクルト,101,0.245,70,10,43,4,0.288,0.385,0.673,310
西田 明央,2020,ヤクルト,69,0.232,44,7,20,0,0.313,0.368,0.681,215
長谷川 宙輝,2020,ヤクルト,44,0,0,0,0,0,0,0,0,0
濱田 太貴,2020,ヤクルト,33,0.2,20,3,7,0,0.238,0.33,0.568,105
原 樹理,2020,ヤクルト,5,0,0,0,0,0,0.333,0,0.333,4
廣岡 大志,2020,ヤクルト,87,0.215,26,8,15,4,0.302,0.446,0.748,142
藤井 亮太,2020,ヤクルト,10,0.278,5,0,0,0,0.316,0.278,0.594,20
星 知弥,2020,ヤクルト,36,0.5,1,0,0,0,0.5,0.5,1,2
マクガフ,2020,ヤクルト,50,0,0,0,0,0,0,0,0,0
松本 直樹,2020,ヤクルト,6,0.231,3,0,0,0,0.286,0.231,0.517,14
松本 友,2020,ヤクルト,9,0.2,2,0,0,0,0.273,0.3,0.573,11
宮本 丈,2020,ヤクルト,94,0.274,40,2,12,3,0.361,0.37,0.731,171
村上 宗隆,2020,ヤクルト,120,0.307,130,28,86,11,0.427,0.585,1.012,515
山崎 晃大朗,2020,ヤクルト,109,0.245,69,3,23,8,0.32,0.305,0.625,323
山田 哲人,2020,ヤクルト,94,0.254,85,12,52,8,0.346,0.419,0.765,384
山田 大樹,2020,ヤクルト,2,0.5,1,0,0,0,0.5,0.5,1,2
山中 浩史,2020,ヤクルト,6,0.1,1,0,2,0,0.182,0.2,0.382,11
雄平,2020,ヤクルト,43,0.223,23,0,9,3,0.265,0.262,0.527,113
吉田 大喜,2020,ヤクルト,14,0.158,3,0,4,0,0.15,0.211,0.361,22
吉田 大成,2020,ヤクルト,8,0.111,1,0,1,0,0.2,0.222,0.422,11
渡邉 大樹,2020,ヤクルト,33,0.273,3,0,0,2,0.333,0.273,0.606,12
アルモンテ,2020,中日,62,0.294,63,9,29,1,0.385,0.463,0.848,247
阿部 寿樹,2020,中日,115,0.257,108,13,61,2,0.306,0.409,0.715,459
石垣 雅海,2020,中日,25,0.121,4,1,1,0,0.147,0.212,0.359,34
石川 駿,2020,中日,11,0.3,3,0,2,0,0.462,0.5,0.962,13
石川 昂弥,2020,中日,14,0.222,8,0,1,0,0.3,0.278,0.578,41
井領 雅貴,2020,中日,79,0.2,27,0,12,0,0.294,0.222,0.516,155
梅津 晃大,2020,中日,7,0.333,4,0,0,0,0.429,0.417,0.846,15
遠藤 一星,2020,中日,65,0.219,16,0,4,0,0.301,0.233,0.534,87
大島 洋平,2020,中日,118,0.316,146,1,30,16,0.382,0.381,0.763,525
大野 雄大,2020,中日,20,0.104,5,0,4,0,0.14,0.146,0.286,53
小笠原 慎之介,2020,中日,4,0.167,1,0,0,0,0.167,0.167,0.334,7
岡田 俊哉,2020,中日,29,0,0,0,0,0,0,0,0,0
岡野 祐一郎,2020,中日,11,0,0,0,0,0,0,0,0,12
岡林 勇希,2020,中日,6,0.286,2,0,0,0,0.286,0.286,0.572,7
勝野 昌慶,2020,中日,13,0.091,2,0,2,0,0.167,0.182,0.349,25
桂 依央利,2020,中日,2,0.222,2,0,2,0,0.222,0.333,0.555,9
加藤 匠馬,2020,中日,29,0.135,5,0,1,0,0.158,0.162,0.32,43
木下 拓哉,2020,中日,88,0.267,67,6,32,0,0.303,0.402,0.705,269
木下 雄介,2020,中日,18,0,0,0,0,0,0,0,0,0
京田 陽太,2020,中日,120,0.247,109,5,29,8,0.298,0.348,0.646,491
郡司 裕也,2020,中日,30,0.156,10,0,4,0,0.267,0.203,0.47,76
ゴンサレス,2020,中日,28,0,0,0,0,0,0,0,0,0
佐藤 優,2020,中日,14,0,0,0,0,0,0,0,0,0
シエラ,2020,中日,25,0.225,18,1,7,1,0.33,0.288,0.618,94
清水 達也,2020,中日,6,0,0,0,0,0,0,0,0,6
鈴木 博志,2020,中日,6,0,0,0,0,0,0,0,0,0
祖父江 大輔,2020,中日,54,0,0,0,0,0,0,0,0,0
高橋 周平,2020,中日,108,0.305,120,7,46,1,0.368,0.426,0.794,438
滝野 要,2020,中日,10,0.286,2,0,0,0,0.375,0.286,0.661,8
武田 健吾,2020,中日,84,0.182,10,0,2,1,0.246,0.218,0.464,64
谷元 圭介,2020,中日,36,0,0,0,0,0,0,0,0,0
堂上 直倫,2020,中日,43,0.2,10,0,4,0,0.255,0.24,0.495,55
根尾 昂,2020,中日,9,0.087,2,0,0,0,0.16,0.087,0.247,25
橋本 侑樹,2020,中日,14,0,0,0,0,0,0,0,0,0
濱田 達郎,2020,中日,7,0,0,0,0,0,0,0,0,0
ビシエド,2020,中日,109,0.267,109,17,82,3,0.329,0.447,0.776,462
平田 良介,2020,中日,55,0.235,39,3,17,0,0.337,0.331,0.668,193
福 敬登,2020,中日,53,0,0,0,0,0,0,0,0,0
福田 永将,2020,中日,64,0.246,48,5,24,0,0.315,0.39,0.705,216
福谷 浩司,2020,中日,14,0.207,6,0,2,0,0.207,0.241,0.448,36
藤嶋 健人,2020,中日,26,0,0,0,0,0,0,0,0,0
Ａ．マルティネス,2020,中日,39,0.295,28,2,13,0,0.385,0.421,0.806,109
Ｒ．マルティネス,2020,中日,40,0,0,0,0,0,0,0,0,0
又吉 克樹,2020,中日,26,0,0,0,0,0,0,0,0,0
松葉 貴大,2020,中日,15,0.13,3,0,0,0,0.13,0.13,0.26,25
マルク,2020,中日,3,0,0,0,0,0,0,0,0,0
溝脇 隼人,2020,中日,39,0.213,10,0,3,0,0.245,0.319,0.564,50
三ツ間 卓也,2020,中日,5,0,0,0,0,0,0,0,0,1
三ツ俣 大樹,2020,中日,8,0.167,1,0,0,0,0.167,0.167,0.334,6
柳 裕也,2020,中日,15,0.071,2,0,1,0,0.103,0.107,0.21,32
山井 大介,2020,中日,6,0,0,0,0,0,0,0,0,0
山本 拓実,2020,中日,9,0.167,1,0,0,0,0.167,0.167,0.334,7
吉見 一起,2020,中日,5,0,0,0,0,0,0,0,0,6
ロドリゲス,2020,中日,11,0.15,3,0,0,0,0.15,0.15,0.3,20
渡辺 勝,2020,中日,19,0.2,3,0,0,0,0.25,0.2,0.45,16
明石 健志,2020,ソフトバンク,63,0.253,39,2,17,4,0.305,0.364,0.669,172
石川 柊太,2020,ソフトバンク,18,0,0,0,0,0,0,0,0,0
泉 圭輔,2020,ソフトバンク,40,0,0,0,0,0,0,0,0,0
今宮 健太,2020,ソフトバンク,43,0.268,44,6,22,2,0.285,0.445,0.73,177
岩嵜 翔,2020,ソフトバンク,17,0,0,0,0,0,0,0,0,0
上林 誠知,2020,ソフトバンク,69,0.181,29,6,20,8,0.25,0.331,0.581,178
海野 隆司,2020,ソフトバンク,5,0,0,0,0,0,0,0,0,4
大竹 耕太郎,2020,ソフトバンク,3,0,0,0,0,0,0,0,0,0
尾形 崇斗,2020,ソフトバンク,1,0,0,0,0,0,0,0,0,0
奥村 政稔,2020,ソフトバンク,5,0,0,0,0,0,0,0,0,0
甲斐 拓也,2020,ソフトバンク,104,0.211,61,11,33,4,0.317,0.377,0.694,360
笠谷 俊介,2020,ソフトバンク,20,0,0,0,0,0,0,0,0,0
