選手,年度,球団,試合,打率,安打,本塁打,打点,盗塁,出塁率,長打率,OPS,打席数
甲斐野 央,2023,ソフトバンク,46,0,0,0,0,0,0,0,0,0
笠谷 俊介,2023,ソフトバンク,8,0,0,0,0,0,0,0,0,0
嘉弥真 新也,2023,ソフトバンク,23,0,0,0,0,0,0,0,0,0
川瀬 晃,2023,ソフトバンク,102,0.236,42,0,15,2,0.279,0.309,0.588,208
川原田 純平,2023,ソフトバンク,2,0,0,0,0,0,0,0,0,1
栗原 陵矢,2023,ソフトバンク,96,0.239,84,13,49,0,0.301,0.389,0.69,387
近藤 健介,2023,ソフトバンク,143,0.303,149,26,87,3,0.431,0.528,0.959,613
佐藤 直樹,2023,ソフトバンク,41,0.167,5,1,2,3,0.167,0.3,0.467,31
椎野 新,2023,ソフトバンク,11,0,0,0,0,0,0,0,0,0
周東 佑京,2023,ソフトバンク,114,0.241,57,2,17,36,0.307,0.295,0.602,268
スチュワート・ジュニア,2023,ソフトバンク,14,0,0,0,0,0,0,0,0,2
田浦 文丸,2023,ソフトバンク,45,0,0,0,0,0,0,0,0,0
高橋 礼,2023,ソフトバンク,5,0,0,0,0,0,0,0,0,0
武田 翔太,2023,ソフトバンク,29,0,0,0,0,0,0,0,0,0
谷川原 健太,2023,ソフトバンク,61,0.233,10,0,3,2,0.283,0.256,0.539,46
津森 宥紀,2023,ソフトバンク,56,0,0,0,0,0,0,0,0,0
デスパイネ,2023,ソフトバンク,20,0.071,3,0,0,0,0.204,0.071,0.275,49
中村 晃,2023,ソフトバンク,136,0.274,140,5,37,0,0.351,0.337,0.688,585
野村 勇,2023,ソフトバンク,50,0.16,13,3,7,1,0.266,0.296,0.562,95
野村 大樹,2023,ソフトバンク,41,0.216,16,1,4,1,0.253,0.284,0.537,83
板東 湧梧,2023,ソフトバンク,30,0,0,0,0,0,0,0,0,2
東浜 巨,2023,ソフトバンク,17,0,0,0,0,0,0,0,0,2
藤井 皓哉,2023,ソフトバンク,34,0,0,0,0,0,0,0,0,2
古川 侑利,2023,ソフトバンク,9,0,0,0,0,0,0,0,0,0
ヘルナンデス,2023,ソフトバンク,1,0,0,0,0,0,0,0,0,0
ホーキンス,2023,ソフトバンク,3,0,0,0,1,0,0,0,0,10
牧原 大成,2023,ソフトバンク,91,0.259,93,2,32,3,0.287,0.318,0.605,387
正木 智也,2023,ソフトバンク,15,0.038,1,0,1,0,0.167,0.038,0.205,30
増田 珠,2023,ソフトバンク,35,0.182,12,1,3,0,0.27,0.258,0.528,75
又吉 克樹,2023,ソフトバンク,32,0,0,0,0,0,0,0,0,0
松本 晴,2023,ソフトバンク,3,0,0,0,0,0,0,0,0,0
松本 裕樹,2023,ソフトバンク,53,0,0,0,0,0,0,0,0,0
嶺井 博希,2023,ソフトバンク,44,0.206,7,2,6,0,0.222,0.441,0.663,39
三森 大貴,2023,ソフトバンク,102,0.26,77,5,21,14,0.289,0.351,0.64,316
モイネロ,2023,ソフトバンク,27,0,0,0,0,0,0,0,0,0
森 唯斗,2023,ソフトバンク,6,0,0,0,0,0,0,0,0,0
柳田 悠岐,2023,ソフトバンク,143,0.299,163,22,85,1,0.378,0.484,0.862,625
柳町 達,2023,ソフトバンク,116,0.257,80,0,34,2,0.375,0.322,0.697,375
吉田 賢吾,2023,ソフトバンク,1,0,0,0,0,0,0,0,0,1
リチャード,2023,ソフトバンク,22,0.115,7,0,1,0,0.156,0.131,0.287,64
和田 毅,2023,ソフトバンク,21,0,0,0,0,0,0,0,0,2
アルカンタラ,2023,日本ハム,41,0.204,23,4,10,1,0.262,0.363,0.625,125
淺間 大基,2023,日本ハム,13,0.222,8,0,4,0,0.243,0.361,0.604,38
有薗 直輝,2023,日本ハム,1,0,0,0,0,0,0,0,0,5
井口 和朋,2023,日本ハム,5,0,0,0,0,0,0,0,0,0
池田 隆英,2023,日本ハム,51,0,0,0,0,0,0,0,0,0
石井 一成,2023,日本ハム,36,0.169,14,0,4,3,0.289,0.253,0.542,100
石川 直也,2023,日本ハム,16,0,0,0,0,0,0,0,0,0
五十幡 亮汰,2023,日本ハム,70,0.228,44,0,6,17,0.251,0.269,0.52,205
伊藤 大海,2023,日本ハム,24,0.2,1,0,1,0,0.2,0.4,0.6,5
今川 優馬,2023,日本ハム,28,0.197,12,0,1,3,0.29,0.213,0.503,69
上原 健太,2023,日本ハム,19,0.25,1,0,0,0,0.25,0.25,0.5,4
宇佐見 真吾,2023,日本ハム,9,0,0,0,0,0,0.063,0,0.063,16
梅林 優貴,2023,日本ハム,7,0.5,3,0,0,0,0.5,0.5,1,6
上沢 直之,2023,日本ハム,24,0.333,1,0,0,0,0.333,0.333,0.666,3
江越 大賀,2023,日本ハム,100,0.18,27,5,13,9,0.244,0.333,0.577,176
加藤 豪将,2023,日本ハム,62,0.21,42,6,16,3,0.284,0.33,0.614,222
加藤 貴之,2023,日本ハム,24,0,0,0,0,0,0,0,0,2
金村 尚真,2023,日本ハム,4,0,0,0,0,0,0,0,0,0
上川畑 大悟,2023,日本ハム,108,0.212,62,0,18,3,0.305,0.235,0.54,346
河野 竜生,2023,日本ハム,50,0,0,0,0,0,0,0,0,0
北浦 竜次,2023,日本ハム,12,0,0,0,0,0,0,0,0,0
北山 亘基,2023,日本ハム,14,0.286,2,0,2,0,0.286,0.286,0.572,7
木村 文紀,2023,日本ハム,1,0.5,1,0,0,0,0.5,1,1.5,2
清宮 幸太郎,2023,日本ハム,99,0.244,87,10,41,2,0.344,0.39,0.734,416
郡司 裕也,2023,日本ハム,55,0.254,43,3,19,2,0.319,0.331,0.65,187
郡 拓也,2023,日本ハム,7,0.267,4,0,0,1,0.267,0.333,0.6,15
齋藤 綱記,2023,日本ハム,4,0,0,0,0,0,0,0,0,0
清水 優心,2023,日本ハム,32,0.26,13,0,5,1,0.315,0.28,0.595,60
杉浦 稔大,2023,日本ハム,24,0,0,0,0,0,0,0,0,0
鈴木 健矢,2023,日本ハム,24,0,0,0,1,0,0,0,0,3
立野 和明,2023,日本ハム,4,0,0,0,0,0,0,0,0,0
田中 瑛斗,2023,日本ハム,2,0,0,0,0,0,0,0,0,0
田中 正義,2023,日本ハム,47,0,0,0,0,0,0,0,0,0
玉井 大翔,2023,日本ハム,50,0,0,0,0,0,0,0,0,0
田宮 裕涼,2023,日本ハム,10,0.258,8,2,9,2,0.258,0.484,0.742,31
中島 卓也,2023,日本ハム,17,0.207,6,0,2,2,0.258,0.207,0.465,32
生田目 翼,2023,日本ハム,5,0,0,0,0,0,0,0,0,0
奈良間 大己,2023,日本ハム,65,0.243,44,2,15,2,0.285,0.365,0.65,196
根本 悠楓,2023,日本ハム,5,0,0,0,0,0,0,0,0,0
野村 佑希,2023,日本ハム,125,0.236,100,13,43,4,0.309,0.383,0.692,473
ハンソン,2023,日本ハム,39,0.144,13,4,9,2,0.188,0.311,0.499,96
長谷川 威展,2023,日本ハム,9,0,0,0,0,0,0,0,0,0
福田 光輝,2023,日本ハム,24,0.175,10,2,7,0,0.242,0.333,0.575,63
福田 俊,2023,日本ハム,29,0,0,0,0,0,0,0,0,0
伏見 寅威,2023,日本ハム,89,0.201,46,3,12,0,0.241,0.262,0.503,251
古川 裕大,2023,日本ハム,17,0.186,8,0,4,0,0.196,0.279,0.475,47
ポンセ,2023,日本ハム,10,0,0,0,0,0,0,0,0,0
細川 凌平,2023,日本ハム,60,0.216,21,1,10,1,0.269,0.32,0.589,112
堀 瑞輝,2023,日本ハム,5,0,0,0,0,0,0,0,0,0
マーベル,2023,日本ハム,8,0,0,0,0,0,0,0,0,0
マルティネス,2023,日本ハム,119,0.246,95,15,66,0,0.338,0.425,0.763,444
松本 剛,2023,日本ハム,134,0.276,140,3,30,12,0.332,0.333,0.665,561
万波 中正,2023,日本ハム,141,0.265,141,25,74,2,0.321,0.467,0.788,582
水野 達稀,2023,日本ハム,31,0.161,9,0,6,1,0.213,0.268,0.481,62
宮内 春輝,2023,日本ハム,15,0,0,0,0,0,0,0,0,0
宮西 尚生,2023,日本ハム,31,0,0,0,0,0,0,0,0,0
メネズ,2023,日本ハム,12,0,0,0,0,0,0,0,0,0
矢澤 宏太,2023,日本ハム,37,0.177,17,1,4,2,0.245,0.25,0.495,107
谷内 亮太,2023,日本ハム,44,0.197,15,0,5,0,0.274,0.197,0.471,88
山田 遥楓,2023,日本ハム,29,0.268,11,0,1,0,0.348,0.317,0.665,46
山本 拓実,2023,日本ハム,26,0,0,0,0,0,0,0,0,0
吉田 輝星,2023,日本ハム,3,0,0,0,0,0,0,0,0,0
ロドリゲス,2023,日本ハム,37,0,0,0,0,0,0,0,0,0
王 柏融,2023,日本ハム,20,0.238,10,1,5,0,0.289,0.357,0.646,45
東 晃平,2023,オリックス,10,0,0,0,0,0,0,0,0,0
安達 了一,2023,オリックス,23,0.183,11,0,4,1,0.246,0.183,0.429,68
阿部 翔太,2023,オリックス,49,0,0,0,0,0,0,0,0,0
池田 陵真,2023,オリックス,12,0.206,7,0,0,1,0.308,0.235,0.543,39
石川 亮,2023,オリックス,14,0.091,1,0,0,0,0.091,0.091,0.182,11
宇田川 優希,2023,オリックス,46,0,0,0,0,0,0,0,0,0
漆原 大晟,2023,オリックス,16,0,0,0,0,0,0,0,0,0
大里 昂生,2023,オリックス,5,0,0,0,0,0,0,0,0,2
大城 滉二,2023,オリックス,57,0.196,9,1,10,1,0.275,0.326,0.601,51
太田 椋,2023,オリックス,18,0.25,15,2,7,0,0.318,0.4,0.718,70
小田 裕也,2023,オリックス,77,0.29,18,1,8,5,0.333,0.419,0.752,68
小野 泰己,2023,オリックス,5,0,0,0,0,0,0,0,0,0
来田 涼斗,2023,オリックス,4,0,0,0,0,0,0.091,0,0.091,11
宜保 翔,2023,オリックス,62,0.279,41,0,9,1,0.31,0.313,0.623,162
紅林 弘太郎,2023,オリックス,127,0.275,122,8,39,4,0.318,0.377,0.695,482
黒木 優太,2023,オリックス,12,0,0,0,0,0,0,0,0,0
コットン,2023,オリックス,7,0,0,0,0,0,0,0,0,0
ゴンザレス,2023,オリックス,84,0.217,65,12,38,2,0.266,0.385,0.651,321
小木田 敦也,2023,オリックス,38,0,0,0,0,0,0,0,0,0
近藤 大亮,2023,オリックス,12,0,0,0,0,0,0,0,0,0
齋藤 響介,2023,オリックス,1,0,0,0,0,0,0,0,0,0
佐野 皓大,2023,オリックス,47,0.167,6,1,3,5,0.167,0.25,0.417,38
シュウィンデル,2023,オリックス,20,0.188,13,1,11,0,0.186,0.275,0.461,70
杉澤 龍,2023,オリックス,2,0.2,1,0,0,0,0.2,0.2,0.4,5
杉本 裕太郎,2023,オリックス,96,0.242,82,16,41,0,0.298,0.425,0.723,370
セデーニョ,2023,オリックス,57,0.244,43,9,34,0,0.278,0.438,0.716,187
曽谷 龍平,2023,オリックス,10,0,0,0,0,0,0,0,0,1
竹安 大知,2023,オリックス,2,0,0,0,0,0,0,0,0,0
田嶋 大樹,2023,オリックス,13,0,0,0,0,0,0,0,0,0
茶野 篤政,2023,オリックス,91,0.237,74,1,23,7,0.291,0.269,0.56,344
Ｔ－岡田,2023,オリックス,20,0.179,7,0,4,0,0.214,0.179,0.393,42
頓宮 裕真,2023,オリックス,113,0.307,123,16,49,0,0.378,0.484,0.862,451
中川 圭太,2023,オリックス,135,0.269,136,12,55,5,0.334,0.417,0.751,563
ニックス,2023,オリックス,2,0,0,0,0,0,0,0,0,0
西野 真弘,2023,オリックス,43,0.197,24,0,8,0,0.263,0.246,0.509,138
野口 智哉,2023,オリックス,76,0.226,51,2,19,4,0.306,0.327,0.633,257
比嘉 幹貴,2023,オリックス,31,0,0,0,0,0,0,0,0,0
平野 大和,2023,オリックス,4,0.2,1,0,0,0,0.2,0.2,0.4,5
平野 佳寿,2023,オリックス,42,0,0,0,0,0,0,0,0,0
廣岡 大志,2023,オリックス,44,0.2,18,1,9,0,0.294,0.3,0.594,103
福田 周平,2023,オリックス,36,0.191,18,0,5,5,0.306,0.202,0.508,114
福永 奨,2023,オリックス,3,0,0,0,0,0,0,0,0,2
本田 仁海,2023,オリックス,28,0,0,0,0,0,0,0,0,0
前 佑囲斗,2023,オリックス,2,0,0,0,0,0,0,0,0,0
宮城 大弥,2023,オリックス,22,0.333,2,0,1,0,0.333,0.333,0.666,6
宗 佑磨,2023,オリックス,122,0.245,105,2,22,1,0.309,0.313,0.622,478
村西 良太,2023,オリックス,7,0,0,0,0,0,0,0,0,0
森 友哉,2023,オリックス,110,0.294,113,18,64,4,0.385,0.508,0.893,453
山足 達也,2023,オリックス,32,0.2,5,0,0,2,0.259,0.24,0.499,27
山岡 泰輔,2023,オリックス,31,0,0,0,0,0,0,0,0,3
山﨑 福也,2023,オリックス,23,0.4,2,0,1,0,0.4,0.4,0.8,5
山﨑 颯一郎,2023,オリックス,53,0,0,0,0,0,0,0,0,0
山下 舜平大,2023,オリックス,16,0.5,1,0,0,0,0.5,0.5,1,2
山田 修義,2023,オリックス,32,0,0,0,0,0,0,0,0,0
山本 由伸,2023,オリックス,23,0,0,0,0,0,0,0,0,3
横山 楓,2023,オリックス,4,0,0,0,0,0,0,0,0,0
吉田 凌,2023,オリックス,19,0,0,0,0,0,0,0,0,0
ワゲスパック,2023,オリックス,31,0,0,0,0,0,0,0,0,0
若月 健矢,2023,オリックス,96,0.255,73,6,17,2,0.295,0.374,0.669,318
渡邉 大樹,2023,オリックス,1,0,0,0,0,0,0,0,0,2
渡部 遼人,2023,オリックス,32,0.171,7,0,1,2,0.3,0.22,0.52,52
浅村 栄斗,2023,楽天,143,0.274,143,26,78,2,0.368,0.462,0.83,601
阿部 寿樹,2023,楽天,78,0.255,55,4,24,0,0.34,0.398,0.738,253
安樂 智大,2023,楽天,57,0,0,0,0,0,0,0,0,0
石橋 良太,2023,楽天,2,0,0,0,0,0,0,0,0,0
伊藤 茉央,2023,楽天,25,0,0,0,0,0,0,0,0,0
伊藤 裕季也,2023,楽天,87,0.245,46,5,16,3,0.301,0.367,0.668,216
内 星龍,2023,楽天,53,0,0,0,0,0,0,0,0,0
太田 光,2023,楽天,104,0.243,42,3,14,1,0.356,0.329,0.685,233
岡島 豪郎,2023,楽天,114,0.266,96,6,43,3,0.327,0.371,0.698,410
小郷 裕哉,2023,楽天,120,0.262,102,10,49,13,0.321,0.395,0.716,441
辛島 航,2023,楽天,10,0,0,0,0,0,0,0,0,1
岸 孝之,2023,楽天,20,0,0,0,0,0,0,0,0,1
銀次,2023,楽天,6,0.1,1,0,1,0,0.1,0.1,0.2,10
黒川 史陽,2023,楽天,9,0.091,2,1,2,0,0.087,0.227,0.314,24
小深田 大翔,2023,楽天,134,0.258,123,5,37,36,0.329,0.331,0.66,549
小孫 竜二,2023,楽天,4,0,0,0,0,0,0,0,0,0
酒居 知史,2023,楽天,47,0,0,0,0,0,0,0,0,0
塩見 貴洋,2023,楽天,1,0,0,0,0,0,0,0,0,0
島内 宏明,2023,楽天,104,0.236,76,7,38,2,0.325,0.342,0.667,369
荘司 康誠,2023,楽天,19,0,0,0,0,0,0,0,0,2
正隨 優弥,2023,楽天,1,0,0,0,0,0,0.5,0,0.5,2
鈴木 翔天,2023,楽天,61,0,0,0,0,0,0,0,0,0
鈴木 大地,2023,楽天,101,0.244,61,5,27,0,0.33,0.348,0.678,292
炭谷 銀仁朗,2023,楽天,65,0.221,29,1,10,0,0.259,0.26,0.519,145
宋 家豪,2023,楽天,49,0,0,0,0,0,0,0,0,0
高田 孝一,2023,楽天,7,0,0,0,0,0,0,0,0,0
瀧中 瞭太,2023,楽天,8,0,0,0,0,0,0,0,0,0
辰己 涼介,2023,楽天,133,0.263,114,9,43,13,0.341,0.385,0.726,495
田中 和基,2023,楽天,95,0.088,3,2,3,3,0.205,0.265,0.47,41
田中 将大,2023,楽天,24,0,0,0,0,0,0,0,0,2
津留﨑 大成,2023,楽天,7,0,0,0,0,0,0,0,0,0
西垣 雅矢,2023,楽天,1,0,0,0,0,0,0,0,0,0
西川 遥輝,2023,楽天,35,0.181,13,1,4,2,0.286,0.278,0.564,87
西口 直人,2023,楽天,26,0,0,0,0,0,0,0,0,0
則本 昂大,2023,楽天,24,0,0,0,0,0,0,0,0,3
バニュエロス,2023,楽天,1,0,0,0,0,0,0,0,0,0
早川 隆久,2023,楽天,17,0.333,1,0,0,0,0.333,0.333,0.666,3
フランコ,2023,楽天,95,0.221,69,12,32,0,0.272,0.372,0.644,334
藤井 聖,2023,楽天,10,0,0,0,0,0,0,0,0,0
藤平 尚真,2023,楽天,11,0,0,0,0,0,0,0,0,0
堀内 謙伍,2023,楽天,3,0.5,1,0,0,0,0.667,0.5,1.167,3
松井 友飛,2023,楽天,6,0,0,0,0,0,0,0,0,0
松井 裕樹,2023,楽天,59,0,0,0,0,0,0,0,0,0
宮森 智志,2023,楽天,24,0,0,0,0,0,0,0,0,0
村林 一輝,2023,楽天,98,0.256,77,2,32,11,0.311,0.336,0.647,340
茂木 栄五郎,2023,楽天,8,0.083,1,0,1,0,0.267,0.083,0.35,15
安田 悠馬,2023,楽天,53,0.218,24,3,7,0,0.323,0.318,0.641,127
山﨑 剛,2023,楽天,117,0.203,53,2,19,13,0.303,0.287,0.59,307
弓削 隼人,2023,楽天,12,0,0,0,0,0,0,0,0,0
和田 恋,2023,楽天,2,0.2,1,0,2,0,0.167,0.2,0.367,6
渡辺 翔太,2023,楽天,51,0,0,0,0,0,0,0,0,0
渡邊 佳明,2023,楽天,25,0.143,7,0,3,0,0.222,0.143,0.365,57
愛斗,2023,西武,73,0.214,55,4,15,2,0.228,0.331,0.559,267
青山 美夏人,2023,西武,39,0,0,0,0,0,0,0,0,0
今井 達也,2023,西武,19,0,0,0,0,0,0,0,0,0
呉 念庭,2023,西武,41,0.205,16,1,11,1,0.319,0.295,0.614,92
エンス,2023,西武,12,1,1,0,0,0,1,2,3,1
大曲 錬,2023,西武,10,0,0,0,0,0,0,0,0,0
金子 侑司,2023,西武,47,0.179,15,0,2,1,0.222,0.226,0.448,91
川越 誠司,2023,西武,12,0.133,4,1,5,0,0.297,0.233,0.53,38
岸 潤一郎,2023,西武,61,0.209,37,3,12,3,0.269,0.288,0.557,197
クリスキー,2023,西武,14,0,0,0,0,0,0,0,0,0
公文 克彦,2023,西武,7,0,0,0,0,0,0,0,0,0
栗山 巧,2023,西武,77,0.217,34,7,19,1,0.346,0.376,0.722,191
源田 壮亮,2023,西武,100,0.257,102,0,22,5,0.307,0.3,0.607,435
古賀 悠斗,2023,西武,100,0.218,52,2,20,1,0.294,0.301,0.595,282
児玉 亮涼,2023,西武,56,0.221,27,0,8,2,0.244,0.279,0.523,132
齊藤 誠人,2023,西武,1,0,0,0,0,0,0,0,0,0
佐々木 健,2023,西武,21,0,0,0,0,0,0,0,0,0
佐藤 隼輔,2023,西武,47,0,0,0,0,0,0,0,0,0
佐藤 龍世,2023,西武,91,0.263,55,3,16,2,0.39,0.378,0.768,257
鈴木 将平,2023,西武,72,0.24,58,0,15,10,0.286,0.289,0.575,267
隅田 知一郎,2023,西武,22,0,0,0,0,0,0,0,0,2
平良 海馬,2023,西武,23,0,0,0,0,0,0,0,0,6
高木 渉,2023,西武,5,0.158,3,0,0,0,0.158,0.158,0.316,19
髙橋 光成,2023,西武,23,0,0,0,0,0,0,0,0,3
髙松 渡,2023,西武,2,0,0,0,0,1,0,0,0,1
滝澤 夏央,2023,西武,16,0.188,3,1,1,0,0.188,0.375,0.563,17
田村 伊知郎,2023,西武,24,0,0,0,0,0,0,0,0,0
張 奕,2023,西武,5,0,0,0,0,0,0,0,0,0
柘植 世那,2023,西武,59,0.184,23,0,13,0,0.214,0.216,0.43,137
ティノコ,2023,西武,38,0,0,0,0,0,0,0,0,0
外崎 修汰,2023,西武,136,0.26,131,12,54,26,0.338,0.4,0.738,571
中村 剛也,2023,西武,88,0.258,73,17,40,1,0.339,0.481,0.82,322
西川 愛也,2023,西武,41,0.227,22,1,8,4,0.269,0.299,0.568,109
長谷川 信哉,2023,西武,59,0.222,40,4,12,3,0.276,0.339,0.615,198
平井 克典,2023,西武,54,0,0,0,0,0,0,0,0,0
平沼 翔太,2023,西武,67,0.245,25,2,6,3,0.284,0.363,0.647,110
蛭間 拓哉,2023,西武,56,0.232,46,2,20,0,0.28,0.293,0.573,223
古市 尊,2023,西武,29,0.16,8,0,0,0,0.208,0.16,0.368,56
ペイトン,2023,西武,57,0.215,44,5,22,1,0.266,0.327,0.593,225
ボー・タカハシ,2023,西武,28,0,0,0,0,0,0,0,0,0
本田 圭佑,2023,西武,25,0,0,0,0,0,0,0,0,0
マキノン,2023,西武,127,0.259,120,15,50,1,0.327,0.401,0.728,514
増田 達至,2023,西武,40,0,0,0,0,0,0,0,0,0
松本 航,2023,西武,20,0,0,0,0,0,0,0,0,5
豆田 泰志,2023,西武,16,0,0,0,0,0,0,0,0,0
水上 由伸,2023,西武,23,0,0,0,0,0,0,0,0,0
宮川 哲,2023,西武,4,0,0,0,0,0,0,0,0,0
森脇 亮介,2023,西武,31,0,0,0,0,0,0,0,0,0
山川 穂高,2023,西武,17,0.254,15,0,5,0,0.29,0.322,0.612,62
山野辺 翔,2023,西武,35,0.205,8,0,2,6,0.244,0.231,0.475,43
山村 崇嘉,2023,西武,4,0.286,4,2,3,0,0.333,0.714,1.047,15
陽川 尚将,2023,西武,9,0.167,4,1,1,0,0.286,0.292,0.578,28
與座 海人,2023,西武,15,0,0,0,0,0,0,0,0,3
若林 楽人,2023,西武,36,0.244,22,1,7,4,0.261,0.356,0.617,94
渡部 健人,2023,西武,57,0.214,41,6,25,2,0.273,0.375,0.648,209
渡邉 勇太朗,2023,西武,2,0,0,0,0,0,0,0,0,0
東妻 勇輔,2023,ロッテ,36,0,0,0,0,0,0,0,0,0
池田 来翔,2023,ロッテ,40,0.269,28,2,8,0,0.327,0.404,0.731,118
石川 慎吾,2023,ロッテ,44,0.348,39,2,10,0,0.381,0.455,0.836,118
井上 晴哉,2023,ロッテ,32,0.179,17,1,8,1,0.255,0.274,0.529,106
岩下 大輝,2023,ロッテ,27,0,0,0,0,0,0,0,0,0
植田 将太,2023,ロッテ,4,0,0,0,0,0,0,0,0,3
江村 直也,2023,ロッテ,4,0,0,0,0,0,0,0,0,10
大下 誠一郎,2023,ロッテ,23,0.227,5,1,2,0,0.37,0.364,0.734,28
岡 大海,2023,ロッテ,109,0.282,90,7,33,15,0.371,0.417,0.788,372
小川 龍成,2023,ロッテ,52,0.15,3,0,1,3,0.19,0.2,0.39,24
荻野 貴司,2023,ロッテ,50,0.24,44,1,19,1,0.302,0.311,0.613,203
小島 和哉,2023,ロッテ,25,0,0,0,0,0,0,0,0,4
小沼 健太,2023,ロッテ,4,0,0,0,0,0,0,0,0,1
小野 郁,2023,ロッテ,10,0,0,0,0,0,0,0,0,0
カスティーヨ,2023,ロッテ,12,0,0,0,0,0,0,0,0,1
柿沼 友哉,2023,ロッテ,18,0.103,3,0,1,0,0.212,0.103,0.315,38
角中 勝也,2023,ロッテ,86,0.296,64,9,39,1,0.357,0.505,0.862,244
唐川 侑己,2023,ロッテ,6,0,0,0,0,0,0,0,0,0
菊地 吏玖,2023,ロッテ,1,0,0,0,0,0,0,0,0,0
国吉 佑樹,2023,ロッテ,3,0,0,0,0,0,0,0,0,0
坂本 光士郎,2023,ロッテ,51,0,0,0,0,0,0,0,0,0
佐々木 千隼,2023,ロッテ,2,0,0,0,0,0,0,0,0,0
佐々木 朗希,2023,ロッテ,15,0,0,0,0,0,0,0,0,4
佐藤 都志也,2023,ロッテ,103,0.218,52,4,22,0,0.289,0.326,0.615,278
澤田 圭佑,2023,ロッテ,17,0,0,0,0,0,0,0,0,0
澤村 拓一,2023,ロッテ,34,0,0,0,0,0,0,0,0,0
菅野 剛士,2023,ロッテ,6,0.1,1,0,0,0,0.182,0.1,0.282,11
鈴木 昭汰,2023,ロッテ,13,0,0,0,0,0,0,0,0,0
高野 脩汰,2023,ロッテ,7,0,0,0,0,0,0,0,0,0
種市 篤暉,2023,ロッテ,23,0,0,0,0,0,0,0,0,4
田村 龍弘,2023,ロッテ,78,0.166,30,2,19,0,0.226,0.215,0.441,214
茶谷 健太,2023,ロッテ,79,0.284,48,0,9,2,0.333,0.331,0.664,187
東條 大樹,2023,ロッテ,11,0,0,0,0,0,0,0,0,0
友杉 篤輝,2023,ロッテ,64,0.254,47,0,9,9,0.287,0.292,0.579,209
中村 奨吾,2023,ロッテ,137,0.22,112,11,48,3,0.299,0.331,0.63,584
中村 稔弥,2023,ロッテ,17,0,0,0,0,0,0,0,0,0
中森 俊介,2023,ロッテ,13,0,0,0,0,0,0,0,0,0
西野 勇士,2023,ロッテ,18,0,0,0,0,0,0,0,0,0
西村 天裕,2023,ロッテ,44,0,0,0,0,0,0,0,0,0
平沢 大河,2023,ロッテ,57,0.17,23,3,8,3,0.311,0.244,0.555,170
廣畑 敦也,2023,ロッテ,8,0,0,0,0,0,0,0,0,0
ブロッソー,2023,ロッテ,37,0.191,26,1,11,0,0.218,0.287,0.505,147
福田 秀平,2023,ロッテ,3,0.25,2,0,0,1,0.333,0.25,0.583,9
藤岡 裕大,2023,ロッテ,93,0.277,86,1,22,7,0.389,0.352,0.741,380
藤原 恭大,2023,ロッテ,103,0.238,78,3,21,5,0.285,0.323,0.608,361
ペルドモ,2023,ロッテ,53,0,0,0,0,0,0,0,0,0
ポランコ,2023,ロッテ,125,0.242,108,26,75,0,0.312,0.45,0.762,497
益田 直也,2023,ロッテ,58,0,0,0,0,0,0,0,0,0
松川 虎生,2023,ロッテ,9,0.188,3,0,1,0,0.235,0.188,0.423,18
美馬 学,2023,ロッテ,18,0.5,1,0,0,0,0.5,0.5,1,2
メルセデス,2023,ロッテ,22,0,0,0,0,0,0,0,0,3
本前 郁也,2023,ロッテ,1,0,0,0,0,0,0,0,0,0
森 遼大朗,2023,ロッテ,7,0,0,0,0,0,0,0,0,0
八木 彬,2023,ロッテ,3,0,0,0,0,0,0,0,0,0
安田 尚憲,2023,ロッテ,122,0.238,99,9,43,2,0.318,0.361,0.679,472
山口 航輝,2023,ロッテ,115,0.235,99,14,57,0,0.31,0.385,0.695,474
山本 大斗,2023,ロッテ,2,0.143,1,0,0,0,0.143,0.143,0.286,7
横山 陸人,2023,ロッテ,38,0,0,0,0,0,0,0,0,0
和田 康士朗,2023,ロッテ,80,0.265,26,3,9,20,0.345,0.439,0.784,113
