所属正式名,選手名,主ポジション,試合,打席,打数,打率,得点,打点,安打,二塁打,三塁打,本塁打,盗塁,四球,三振,犠打,犠飛,出塁率,長打率,OPS
広島東洋カープ,島内 颯太郎,投手,316,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
広島東洋カープ,堂林 翔太,内野手,1070,3081,2759,0.242,301,284,667,132,7,67,41,220,765,51,16,0.304,0.368,0.672
広島東洋カープ,内田 湘大,内野手,7,13,12,0.25,0,0,3,1,0,0,0,1,4,0,0,0.308,0.333,0.641
広島東洋カープ,二俣 翔一,内野手,134,252,225,0.191,19,13,43,8,1,4,2,16,57,8,1,0.25,0.289,0.539
広島東洋カープ,末包 昇大,外野手,298,1007,939,0.25,87,140,235,41,4,33,3,52,242,0,7,0.294,0.408,0.702
広島東洋カープ,野間 峻祥,外野手,17,48,41,0.22,2,2,9,1,0,0,2,6,5,0,1,0.313,0.244,0.556
広島東洋カープ,矢野 雅哉,内野手,410,1060,906,0.227,104,65,206,21,7,5,22,86,237,51,7,0.299,0.283,0.582
広島東洋カープ,林 晃汰,内野手,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
広島東洋カープ,鈴木 健矢,投手,107,4,4,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0
広島東洋カープ,會澤 翼,捕手,1086,3256,2853,0.248,278,356,708,128,6,72,5,271,577,35,21,0.328,0.373,0.7
広島東洋カープ,塹江 敦哉,投手,232,5,5,0.2,0,0,1,0,0,0,0,0,2,0,0,0.2,0.2,0.4
広島東洋カープ,髙 太一,投手,9,16,15,0.067,1,0,1,0,0,0,0,0,7,1,0,0.067,0.067,0.133
中日ドラゴンズ,アブレウ,投手,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
中日ドラゴンズ,ロドリゲス,内野手,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
中日ドラゴンズ,メヒア,投手,48,41,33,0.091,0,1,3,1,0,0,0,1,14,7,0,0.118,0.121,0.239
中日ドラゴンズ,ボスラー,外野手,122,493,452,0.261,37,58,118,33,2,13,0,30,101,0,5,0.312,0.429,0.742
中日ドラゴンズ,マラー,投手,18,33,28,0.071,0,0,2,1,0,0,0,1,13,3,0,0.133,0.107,0.24
中日ドラゴンズ,カリステ,内野手,222,757,711,0.246,56,63,175,28,2,13,3,34,140,6,6,0.278,0.346,0.624
中日ドラゴンズ,ブライト 健太,外野手,151,276,243,0.251,26,27,61,10,4,5,2,24,76,5,0,0.328,0.387,0.715
中日ドラゴンズ,阿部 寿樹,内野手,706,2492,2232,0.255,209,267,569,130,9,51,9,207,473,28,16,0.319,0.39,0.708
中日ドラゴンズ,伊藤 茉央,投手,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
中日ドラゴンズ,宇佐見 真吾,捕手,450,1138,1022,0.232,67,93,237,30,0,19,0,80,258,26,5,0.29,0.317,0.607
中日ドラゴンズ,鵜飼 航丞,外野手,142,369,351,0.185,22,25,65,11,1,7,3,11,118,0,1,0.222,0.282,0.504
中日ドラゴンズ,岡林 勇希,外野手,581,2407,2206,0.28,232,114,618,82,31,8,65,149,290,42,6,0.326,0.356,0.682
中日ドラゴンズ,加藤 匠馬,捕手,350,639,572,0.18,36,29,103,15,5,3,0,18,181,49,0,0.205,0.24,0.445
中日ドラゴンズ,吉田 聖弥,投手,5,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
中日ドラゴンズ,橋本 侑樹,投手,148,5,4,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0
中日ドラゴンズ,近藤 廉,投手,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
中日ドラゴンズ,金丸 夢斗,投手,15,27,23,0,0,0,0,0,0,0,0,0,17,4,0,0,0,0
中日ドラゴンズ,高橋 周平,内野手,1090,3703,3372,0.258,287,373,869,178,14,57,9,262,691,26,19,0.314,0.37,0.684
中日ドラゴンズ,根尾 昂,投手,141,269,242,0.174,17,21,42,7,1,1,0,22,75,2,1,0.247,0.223,0.47
中日ドラゴンズ,細川 成也,外野手,514,1833,1616,0.26,182,222,420,88,2,73,3,188,509,0,6,0.344,0.452,0.797
中日ドラゴンズ,三浦 瑞樹,投手,12,9,8,0.125,1,0,1,0,0,0,0,1,2,0,0,0.222,0.125,0.347
中日ドラゴンズ,山浅 龍之介,捕手,10,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
中日ドラゴンズ,山本 泰寛,内野手,532,1306,1150,0.239,126,72,275,40,7,10,14,87,255,52,4,0.299,0.312,0.611
中日ドラゴンズ,勝野 昌慶,投手,155,73,65,0.108,2,4,7,2,1,1,0,3,42,5,0,0.147,0.215,0.362
中日ドラゴンズ,松山 晋也,投手,148,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
中日ドラゴンズ,松木平 優太,投手,9,15,15,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0
中日ドラゴンズ,松葉 貴大,投手,220,188,157,0.121,3,5,19,1,0,0,0,2,65,28,0,0.138,0.127,0.265
中日ドラゴンズ,上林 誠知,外野手,782,2479,2280,0.246,285,258,561,95,31,75,75,119,538,46,10,0.289,0.414,0.703
中日ドラゴンズ,森 博人,投手,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
中日ドラゴンズ,杉浦 稔大,投手,221,38,32,0.063,2,1,2,1,0,0,0,0,20,6,0,0.063,0.094,0.156
中日ドラゴンズ,石伊 雄太,捕手,85,270,235,0.221,17,21,52,9,0,3,0,14,63,16,2,0.272,0.298,0.57
中日ドラゴンズ,石橋 康太,捕手,114,227,200,0.195,11,19,39,13,2,2,0,8,39,17,1,0.229,0.31,0.539
中日ドラゴンズ,石川 昂弥,内野手,276,996,925,0.239,69,95,221,54,1,23,0,51,174,2,9,0.283,0.374,0.657
中日ドラゴンズ,川越 誠司,外野手,246,599,534,0.223,43,43,119,15,4,12,3,56,159,3,1,0.302,0.333,0.635
中日ドラゴンズ,草加 勝,投手,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
中日ドラゴンズ,村松 開人,内野手,34,131,109,0.275,15,17,30,5,4,1,1,18,18,1,3,0.369,0.422,0.791
中日ドラゴンズ,大島 洋平,外野手,16,54,50,0.2,4,2,10,1,1,0,1,4,10,0,0,0.259,0.26,0.519
中日ドラゴンズ,大野 雄大,投手,263,553,475,0.069,10,11,33,2,1,0,0,12,266,66,0,0.092,0.078,0.17
中日ドラゴンズ,知野 直人,内野手,123,135,112,0.161,23,12,18,4,1,4,4,18,32,3,0,0.288,0.321,0.609
中日ドラゴンズ,仲地 礼亜,投手,11,16,15,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0
中日ドラゴンズ,津田 啓史,内野手,5,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
中日ドラゴンズ,辻本 倫太郎,内野手,42,76,71,0.141,3,1,10,3,0,0,0,1,10,4,0,0.153,0.183,0.336
中日ドラゴンズ,田中 幹也,内野手,207,708,628,0.247,59,44,155,21,3,3,17,44,81,32,2,0.297,0.304,0.601
中日ドラゴンズ,土生 翔太,投手,7,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
中日ドラゴンズ,土田 龍空,内野手,222,638,583,0.204,33,36,119,14,3,1,6,27,131,18,4,0.245,0.244,0.489
中日ドラゴンズ,藤嶋 健人,投手,341,21,17,0.118,3,1,2,0,0,0,0,3,6,1,0,0.25,0.118,0.368
中日ドラゴンズ,梅津 晃大,投手,33,51,47,0.17,3,0,8,1,0,0,0,2,21,2,0,0.204,0.191,0.396
中日ドラゴンズ,梅野 雄吾,投手,260,3,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
中日ドラゴンズ,板山 祐太郎,内野手,286,601,552,0.216,45,32,119,15,7,6,3,39,154,6,3,0.267,0.301,0.568
中日ドラゴンズ,樋口 正修,内野手,46,29,26,0.077,3,0,2,0,0,0,6,1,10,2,0,0.111,0.077,0.188
中日ドラゴンズ,尾田 剛樹,外野手,93,17,16,0,15,0,0,0,0,0,9,0,6,1,0,0,0,0
中日ドラゴンズ,福 敬登,投手,290,6,6,0.167,1,1,1,0,0,0,0,0,5,0,0,0.167,0.167,0.333
中日ドラゴンズ,福永 裕基,内野手,228,784,706,0.269,74,50,190,39,3,9,11,51,160,11,7,0.323,0.371,0.695
中日ドラゴンズ,福元 悠真,外野手,1,4,4,0.25,0,0,1,0,0,0,0,0,0,0,0,0.25,0.25,0.5
中日ドラゴンズ,福田 幸之介,投手,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
中日ドラゴンズ,味谷 大誠,捕手,12,16,15,0.2,3,1,3,0,0,0,0,0,4,0,1,0.188,0.2,0.388
中日ドラゴンズ,木下 拓哉,捕手,647,2007,1801,0.245,127,182,442,83,4,37,3,140,304,46,11,0.301,0.358,0.659
中日ドラゴンズ,柳 裕也,投手,164,325,272,0.143,11,10,39,10,0,0,0,13,110,38,2,0.181,0.18,0.361
中日ドラゴンズ,涌井 秀章,投手,518,141,133,0.113,5,6,15,3,0,0,0,3,69,5,0,0.132,0.135,0.268
中日ドラゴンズ,齋藤 綱記,投手,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
中日ドラゴンズ,髙橋 宏斗,投手,91,190,158,0.114,8,7,18,2,0,0,0,4,58,28,0,0.136,0.127,0.262
東京ヤクルトスワローズ,サンタナ,外野手,494,1873,1659,0.295,199,248,490,102,1,72,7,191,456,0,10,0.371,0.488,0.859
東京ヤクルトスワローズ,オスナ,内野手,674,2726,2533,0.261,232,344,662,116,4,87,11,170,419,0,15,0.308,0.413,0.721
東京ヤクルトスワローズ,ウォルターズ,投手,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
東京ヤクルトスワローズ,モンテル,外野手,12,11,11,0.091,1,0,1,0,0,0,1,0,5,0,0,0.091,0.091,0.182
東京ヤクルトスワローズ,伊藤 琉偉,内野手,93,205,185,0.205,17,17,38,6,2,3,3,12,57,7,1,0.253,0.308,0.561
東京ヤクルトスワローズ,塩見 泰隆,外野手,457,1726,1536,0.27,252,180,415,70,19,50,66,145,409,6,5,0.345,0.438,0.783
東京ヤクルトスワローズ,奥川 恭伸,投手,45,79,64,0.109,5,0,7,1,0,0,0,1,36,14,0,0.123,0.125,0.248
東京ヤクルトスワローズ,下川 隼佑,投手,9,8,6,0.167,1,0,1,1,0,0,0,0,2,2,0,0.167,0.333,0.5
東京ヤクルトスワローズ,柿沼 友哉,捕手,198,343,271,0.144,17,17,39,2,0,2,0,18,77,45,0,0.221,0.173,0.395
東京ヤクルトスワローズ,丸山 和郁,外野手,273,535,472,0.225,63,30,106,16,1,1,16,33,113,26,0,0.281,0.269,0.55
東京ヤクルトスワローズ,丸山 翔大,投手,57,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
東京ヤクルトスワローズ,岩田 幸宏,外野手,207,541,480,0.256,62,20,123,10,5,1,24,30,68,22,1,0.31,0.304,0.614
東京ヤクルトスワローズ,吉村 貢司郎,投手,57,113,94,0.043,3,1,4,1,0,0,0,4,42,14,1,0.081,0.053,0.134
東京ヤクルトスワローズ,宮本 丈,内野手,15,16,15,0.333,2,3,5,0,0,1,0,0,5,0,0,0.375,0.533,0.908
東京ヤクルトスワローズ,橋本 星哉,捕手,29,34,31,0.129,3,1,4,1,0,0,0,2,8,0,1,0.176,0.161,0.338
東京ヤクルトスワローズ,古賀 優大,捕手,23,94,91,0.286,5,12,26,3,1,0,0,1,5,1,1,0.29,0.341,0.631
東京ヤクルトスワローズ,高橋 奎二,投手,113,186,162,0.123,6,5,20,1,0,0,0,6,69,18,0,0.155,0.13,0.284
東京ヤクルトスワローズ,高梨 裕稔,投手,190,164,148,0.074,3,1,11,0,0,0,0,2,85,14,0,0.087,0.074,0.161
東京ヤクルトスワローズ,坂本 拓己,投手,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
東京ヤクルトスワローズ,阪口 皓亮,投手,48,17,16,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0
東京ヤクルトスワローズ,山田 哲人,内野手,1648,6957,5948,0.276,1004,917,1643,327,23,311,198,895,1301,5,50,0.374,0.496,0.869
東京ヤクルトスワローズ,山野 太一,投手,34,52,42,0.095,2,2,4,1,0,0,0,1,16,9,0,0.116,0.119,0.235
東京ヤクルトスワローズ,山野辺 翔,内野手,224,316,284,0.197,41,12,56,13,2,0,28,12,53,10,2,0.248,0.257,0.505
東京ヤクルトスワローズ,小川 泰弘,投手,282,595,505,0.105,18,35,53,11,0,3,0,23,228,66,1,0.144,0.145,0.288
東京ヤクルトスワローズ,松本 健吾,投手,6,11,11,0.273,0,2,3,0,0,0,0,0,5,0,0,0.273,0.273,0.545
東京ヤクルトスワローズ,松本 直樹,捕手,136,296,278,0.227,14,20,63,9,0,4,1,10,40,6,1,0.255,0.302,0.557
東京ヤクルトスワローズ,沼田 翔平,投手,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
東京ヤクルトスワローズ,星 知弥,投手,261,43,38,0.132,0,1,5,0,0,0,0,0,25,4,0,0.132,0.132,0.263
東京ヤクルトスワローズ,清水 昇,投手,293,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
東京ヤクルトスワローズ,西村 瑠伊斗,外野手,5,12,12,0.083,2,1,1,0,0,0,0,0,5,0,0,0.083,0.083,0.167
東京ヤクルトスワローズ,青柳 晃洋,投手,157,295,254,0.094,7,13,24,4,0,0,0,5,125,33,2,0.115,0.11,0.225
東京ヤクルトスワローズ,石原 勇輝,投手,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
東京ヤクルトスワローズ,石山 泰稚,投手,569,67,58,0.052,0,0,3,0,0,0,0,1,28,8,0,0.068,0.052,0.12
東京ヤクルトスワローズ,石川 雅規,投手,561,1051,876,0.155,41,35,136,4,0,0,0,23,266,150,0,0.179,0.16,0.339
東京ヤクルトスワローズ,赤羽 由紘,内野手,178,394,349,0.209,32,28,73,13,1,5,9,20,99,18,4,0.255,0.295,0.55
東京ヤクルトスワローズ,荘司 宏太,投手,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
東京ヤクルトスワローズ,増居 翔太,投手,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
東京ヤクルトスワローズ,増田 珠,外野手,203,433,378,0.228,37,35,86,17,3,7,1,34,76,9,2,0.307,0.344,0.651
東京ヤクルトスワローズ,大西 広樹,投手,237,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
東京ヤクルトスワローズ,大道 温貴,投手,80,13,10,0.1,0,2,1,1,0,0,0,1,6,2,0,0.182,0.2,0.382
東京ヤクルトスワローズ,拓也,投手,194,12,11,0,0,0,0,0,0,0,0,1,9,0,0,0.083,0,0.083
東京ヤクルトスワローズ,竹山 日向,投手,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
東京ヤクルトスワローズ,中村 優斗,投手,4,5,4,0.25,1,0,1,0,0,0,0,1,3,0,0,0.4,0.25,0.65
東京ヤクルトスワローズ,中村 悠平,捕手,1427,4928,4195,0.242,374,381,1017,159,11,41,13,447,677,180,38,0.323,0.315,0.638
東京ヤクルトスワローズ,長岡 秀樹,内野手,495,1931,1790,0.25,170,154,448,80,4,18,11,87,227,31,10,0.288,0.33,0.618
東京ヤクルトスワローズ,長谷川 宙輝,投手,72,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
東京ヤクルトスワローズ,田口 麗斗,投手,367,222,184,0.136,8,11,25,3,0,0,0,7,73,31,0,0.168,0.152,0.32
東京ヤクルトスワローズ,田中 陽翔,内野手,21,43,42,0.214,2,3,9,1,0,0,0,1,13,0,0,0.233,0.238,0.471
東京ヤクルトスワローズ,内山 壮真,内野手,314,996,897,0.242,97,97,217,50,2,18,12,78,169,11,5,0.305,0.362,0.667
東京ヤクルトスワローズ,武岡 龍世,内野手,220,478,424,0.208,44,25,88,10,4,5,5,27,109,23,3,0.255,0.285,0.54
東京ヤクルトスワローズ,並木 秀尊,外野手,210,380,344,0.241,85,24,83,11,4,5,37,15,59,17,0,0.281,0.34,0.621
東京ヤクルトスワローズ,北村 恵吾,内野手,7,12,12,0.083,0,1,1,0,0,0,0,0,4,0,0,0.083,0.083,0.167
東京ヤクルトスワローズ,茂木 栄五郎,内野手,834,3309,2905,0.269,386,307,782,136,27,80,51,324,680,44,12,0.346,0.417,0.763
東京ヤクルトスワローズ,木澤 尚文,投手,217,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
東京ヤクルトスワローズ,鈴木 叶,捕手,14,51,49,0.224,6,9,11,2,2,1,0,2,9,0,0,0.255,0.408,0.663
東京ヤクルトスワローズ,廣澤 優,投手,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
東京ヤクルトスワローズ,澤井 廉,外野手,55,141,132,0.174,7,8,23,4,1,2,0,1,50,1,0,0.221,0.265,0.487
福岡ソフトバンクホークス,スチュワート・ジュニア,投手,45,4,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
福岡ソフトバンクホークス,ヘルナンデス,投手,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
福岡ソフトバンクホークス,ダウンズ,内野手,57,194,168,0.232,24,20,39,10,3,5,5,21,37,0,2,0.325,0.417,0.741
福岡ソフトバンクホークス,モイネロ,投手,355,9,9,0.222,1,0,2,0,0,0,0,0,6,0,0,0.222,0.222,0.444
福岡ソフトバンクホークス,,投手,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
福岡ソフトバンクホークス,イヒネ イツア,内野手,9,2,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
福岡ソフトバンクホークス,伊藤 優輔,投手,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
福岡ソフトバンクホークス,海野 隆司,捕手,227,454,401,0.2,38,37,80,19,2,3,0,16,120,34,1,0.233,0.279,0.513
福岡ソフトバンクホークス,岩井 俊介,投手,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
福岡ソフトバンクホークス,岩崎 峻典,投手,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
福岡ソフトバンクホークス,近藤 健介,外野手,1361,5445,4494,0.307,639,646,1379,311,20,107,55,857,803,20,46,0.417,0.456,0.874
福岡ソフトバンクホークス,栗原 陵矢,内野手,34,147,129,0.287,21,25,37,7,1,9,0,16,29,1,1,0.363,0.566,0.929
福岡ソフトバンクホークス,今宮 健太,内野手,1659,6484,5596,0.252,663,548,1412,264,31,100,79,411,994,401,37,0.306,0.364,0.67
福岡ソフトバンクホークス,笹川 吉康,外野手,33,84,82,0.232,11,10,19,0,0,2,4,0,22,0,1,0.238,0.305,0.543
福岡ソフトバンクホークス,山川 穂高,内野手,1059,4270,3657,0.251,546,736,917,143,2,275,1,510,1014,2,21,0.353,0.517,0.87
福岡ソフトバンクホークス,山本 恵大,外野手,25,80,70,0.214,8,6,15,1,0,2,0,7,17,0,0,0.313,0.314,0.627
福岡ソフトバンクホークス,周東 佑京,外野手,688,2141,1915,0.259,319,132,496,50,21,17,230,143,430,51,8,0.317,0.334,0.651
福岡ソフトバンクホークス,秋広 優人,内野手,175,555,513,0.263,45,46,135,21,2,11,1,34,107,2,3,0.311,0.376,0.687
福岡ソフトバンクホークス,緒方 理貢,外野手,187,141,126,0.198,44,10,25,3,2,0,12,10,22,5,0,0.257,0.254,0.511
福岡ソフトバンクホークス,庄子 雄大,内野手,13,13,10,0.3,6,0,3,1,0,0,1,3,4,0,0,0.462,0.4,0.862
福岡ソフトバンクホークス,松本 晴,投手,37,4,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
福岡ソフトバンクホークス,松本 裕樹,投手,285,11,8,0.25,0,1,2,1,0,0,0,0,2,3,0,0.25,0.375,0.625
福岡ソフトバンクホークス,上沢 直之,投手,196,32,28,0.107,0,1,3,1,0,0,0,0,13,4,0,0.107,0.143,0.25
福岡ソフトバンクホークス,上茶谷 大河,投手,129,109,93,0.161,6,5,15,0,0,0,0,3,40,13,0,0.188,0.161,0.349
福岡ソフトバンクホークス,杉山 一樹,投手,153,4,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
福岡ソフトバンクホークス,正木 智也,外野手,147,457,414,0.251,33,43,104,25,0,12,2,29,111,2,4,0.31,0.399,0.708
福岡ソフトバンクホークス,生海,外野手,13,21,20,0.2,2,0,4,0,0,0,0,1,5,0,0,0.238,0.2,0.438
福岡ソフトバンクホークス,川口 冬弥,投手,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
福岡ソフトバンクホークス,川瀬 晃,内野手,528,997,863,0.235,99,73,203,29,7,2,12,62,160,61,7,0.287,0.292,0.579
福岡ソフトバンクホークス,川村 友斗,外野手,119,156,139,0.245,31,14,34,8,2,1,3,10,50,3,1,0.307,0.353,0.66
福岡ソフトバンクホークス,前田 純,投手,11,2,2,0.5,0,2,1,0,0,0,0,0,1,0,0,0.5,0.5,1
福岡ソフトバンクホークス,前田 悠伍,投手,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
福岡ソフトバンクホークス,村田 賢一,投手,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
福岡ソフトバンクホークス,大関 友久,投手,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
福岡ソフトバンクホークス,大江 竜聖,投手,165,3,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
福岡ソフトバンクホークス,大山 凌,投手,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
福岡ソフトバンクホークス,大津 亮介,投手,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
福岡ソフトバンクホークス,大野 稼頭央,投手,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
福岡ソフトバンクホークス,谷川原 健太,捕手,255,287,256,0.234,50,24,60,15,3,4,4,23,80,3,1,0.306,0.363,0.67
福岡ソフトバンクホークス,中村 晃,内野手,1645,6427,5539,0.274,651,555,1518,212,23,69,44,708,656,82,47,0.359,0.358,0.717
福岡ソフトバンクホークス,長谷川 威展,投手,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
福岡ソフトバンクホークス,津森 宥紀,投手,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
福岡ソフトバンクホークス,田上 奏大,投手,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
福岡ソフトバンクホークス,渡邉 陸,捕手,44,87,78,0.244,10,14,19,3,0,3,1,8,32,0,0,0.322,0.397,0.719
福岡ソフトバンクホークス,藤井 皓哉,投手,194,3,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
福岡ソフトバンクホークス,藤田 悠太郎,捕手,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
福岡ソフトバンクホークス,尾形 崇斗,投手,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
福岡ソフトバンクホークス,牧原 大成,内野手,878,2875,2683,0.275,317,228,737,99,25,26,79,73,454,74,22,0.297,0.359,0.657
福岡ソフトバンクホークス,木村 光,投手,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
福岡ソフトバンクホークス,野村 勇,内野手,335,817,732,0.234,122,74,171,28,3,25,34,60,258,11,3,0.3,0.383,0.683
福岡ソフトバンクホークス,柳町 達,外野手,459,1553,1342,0.274,135,159,368,63,11,11,8,178,369,17,6,0.362,0.362,0.724
